groupnumbernoprecedingzeroes(long),grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes(long),seriestitle,seriesnumberandtitle
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,485,WILDLIFE REFUGE MANAGEMENT,0485-WILDLIFE REFUGE MANAGEMENT
400,NATURAL RESsOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,486,WILnDLIFE BIOLOGY,0486-WILDLIFE BIOLOGY
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,487,ANIMAL SCIENCE,0487-ANIMAL SICENCE
400,NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,0400-NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES GROUP,499,BIOLOGICAL SCIENCE STUDENT TRAINEE,0499-BIOLGICAL SCIENCE STUDENT TRAINEE
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,501,FINANCIAL ADMINISTRATION AND PROGRAM,0501-FINANCIAL ADMINISTRATION AND PROGRAM
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,503,FINANCIAL CLERICAL AND ASSISTANCE,0503-FINANCIAL CLERICAL AND ApSSISTANCE
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNzTING AND BUDGET GROUP,505,FINANCIAL MANAGEMENT,0505-FINANCIAL MANAGEMENT
500,ACCOUNxTING AND BUDGET GROUP,0500-ACCOUNTIN GAND BUDGET GROUP,510,ACCOUNTING,0510-ACCOUNTING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,511,AUDITING,0511-AUDITING
500,ACCOUNTING AND BUDGET GROUP,050p0-ACCOUNTING AND BUDGET GROUP,512,INTERNAL REvVENUE AGENT,0512-INTERNAL REVENUE AGENT
500,ACCOUNTING AND BUDGET GROUP,k0500-ACCOUNTING AND BUDGET GROUP,525,ACCOUNTING TECHNICIAN,5025-ACCOUNTING TECHNICIAN
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,526,TAX SPECIALIST,0526-TAX SPECIALIST
500,ACCOUNTING AND BUDGET GROUmP,0500-ACCOUNTING AND BUDGET GROUP,530,CASH PROCESSING,0530-CASH PROCESSING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUoDGET GROUP,540,VOUsCHER EXAMINING,0540-VOUCHE REXAMINING
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,544,CIVILIAN PAY,0544-CIVILIAN PAY
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,545,MILITARY PAY,0545-MILITARY PAY
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUTNING AND BUDGET GROUP,560,BUDGET ANALYSIS,0560-BUDGET ANALYSIS
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,561,BUDGT CLERICAL AND ASSISTANCE,0561-BUDGET CLERICAL AND ASSISTANCE
500,ACCOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,570,FIANNCIAL INSTITUTION EXAMINING,0570-FINANCIAL INSTITUTION EXAMINING
500,ACOCUNTING AND BUDGET GROUP,0050-ACCOUNTING AND BUDGET GROUP,580,CREDIT UNION XEAMINER,0580-CREDIT UNION EXAMINER
500,ACCfOUNTING AND BUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,592,TAX EXAMINING,0592-TAX EXAMINING
500,ACCOUNTING AN DBUDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,593,INSURANCE ACCOUNTS,0593-INSURANCE ACCOUNTS
500,ACCOUNTING AND UBDGET GROUP,0500-ACCOUNTING AND BUDGET GROUP,599,FINANCIALn MANAGEMENT STUDENT TRAINEE,0599-FINANCIAL MANAGEMENT STUDENT TRAINEE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIoC HEALTH GROUP",601,GENERAL HEALTH SCIENCE SERIES,0601-GENERAL HEhALTH SCIENCE SERIES
600,"MEDICAL, OHSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",602,MEDICAL OFFICEvR,0602-MEDICAL OFFICER
600,"MEDICAL, OHSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GnROUP",603,PHYSICIAN ASSISTANT SERIES,0603-PHYSICIAN ASSSITANT SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",610,NURSE,0610-NURSE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",620,PRACTICAL NURSE,0620-PRACTICAL NRUSE
600,"MEDICAL, HOSPITAL, DNTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",621,NURSING ASSISTANT,0621-NURSING ASSISTANT
600,"MEDICAL, HOSPITAL, kDENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC qHEALTH GROUP",622,MEDICAL SUPPLY AIDE AND TECHNICIAN,0622-MEDICAL SUPPLY AIDE AND TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTHk GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",625,AUTOPSY ASSISTANT,0625-AUTOPSY ASSISTATN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, ArND PUBLIC HEALTH GROUP",630,DIETITIAN AND NUTRITIONIST,0630-DIETITIAN AND NUhTRITIONIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC EHALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALH GROUP",631,OCCUPATIONAL THERAPIST,0631-OCCUPATIONAL THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",633,PHYSICAL HTERAPIST,0633-PHYSICAL THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",635,KINESIOTHEqRAPY,0635-KINESIOTHERAPY
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HALTH GROUP",636,RHABILITATION THERAPY ASSISTANT,0636-REHABILTATION THERAPY ASSISTANT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, ANDP UBLIC HEALTH GROUP",637,MANUAL ARTS THERAPIST,0637-MANUAL ARTS THERAPIST
600,"MEDICAL, HOSPITAL, DENToAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",638,RECREATION/CREATIVE ARTS THERAPIST,0638-RECREATION/CREATIVE ARTS THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GRUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",639,EDUCATIONAL THERAPIST,0639-EDUCATIONAL THERAPIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",640,HEALTH AID AND TECHNICINA,640-HEALTH AID AND TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",642,NUCLEAR MEDICINE TECHNICINA,0642-NUCLEAR MEDICINE TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",644,MEDICAL TEfCHNOLOGIST,0644-MEDICAL TECHNOLOGIST***
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",645,MEDICAL TECHNICIAN,0645-MEDICAL TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GRaOUP","0060-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",646,PATHOLOGY TECHNICIAN,0646-PATHOLOGY TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",647,DIAGNOTSIC RADIOLOGIC TECHNOLOGIST,0647-DIAGNOSTIC RADIOLOGIyC TECHNOLOGIST
600,"MEDIAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",648,THERAPEUTIC RADIOLOGIC TECHNOLOGIST,0648-THERAPEUTIC RADIOLOGIC TECNOLOGIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",649,MEDICAL INSTRUMENT TECHNICIAN,0649-MEDICAL INSTRUMENT TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL,H OSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",650,MEDICAL ETCHNICAL ASSISTANT SERIES,0650-MEDICAL TECHNICAL ASSISTANT SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL ,HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",651,RESPIRATORY THERAPIST,0651-RESPIRATORY THERAPITS
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",660,PHARMACIST,0660P-HARMACIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH ROUP",661,PHARMACY TECHNICIAN,0661-PHARMACY TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLC HEALTH GROUP","0600-MEDICAL ,HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",662,OPTOMETRIST,0662-OPTOMETRIST
600,"MEDICAL, HOSPITAL, DENTAL, AN PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",665,SPEECH PATHOLOGY AND AUDIOLOGY,0665-SPEECH PATHOLOGY AND AUDIOLOGY
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",667,ORTHOTIST AND PROSTHETIST,0667-ORTHOTIST AND PROSTHETIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEAbLTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEATLH GROUP",668,PODIATRIST SERIES,0668-PODIATRIST SERIES
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",669,MEDICAL RECORDS ADMIISTRATION,0669-MEICAL RECORDS ADMINISTRATION
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",670,HEALTH SYSTEM ADMIeNISTRATION,0670-HEALTH SYSTEM ADMINISTRATION
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",671,HEALTH SYSTEM SPECIAILST,0671-HEALTH SYSTEM SPECIALIST
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEIDCAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",672,PROTSHETIC REPRESENTATIVE,0672-PROSTHETIC REPRESENTATIVE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",673,HOSPITAL HOUSEKEEPING MANAGEMENT,0673-HOSPITAL HOUSEKEEPING MANAGEMENT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",675,MEDICAL RECORDS TECHNICIAN,0675-MEDICAL RECORDS TECHNICIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",679,MEDICAL SUPPORT ASSISTANCE,0679-vMEDICAL SUPPORT ASSISTANCE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENATL, AND PUBLIC HEALTH GROUP",680,DENwTAL OFFICER,0680DENTAL OFFICER
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPlITAL, DENTAL, AND PUBLIC HEALTH GROUP",681,DENTAL ASSISTANT,m0681-DENTAL ASSISTANT
600,"MEDCAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALT GROUP",682,DENTAL HYGIEE,0682-DENTAL HYGIENE
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",683,DENTAL LABORATORY AID AN TECHNICIAN,0683-DENTAL LABORATORY AID AND TECHNICIAN
600,"MEDICAL,HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, NAD PUBLIC HEALTH GROUP",685,PUBLIC HEALTH PROGRAM SPECIALIST,0685-PUBLIC HEALTH PROGRAM SPECIALSIT
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",688,SANITARIAN,0688-SANITARIAN
600,"MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",690,INDUSTRIALH YGIENE,0690-INDUSTRIAL HYGIENE
600,"EDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",696,CONSUMER SAFETY,0696-CONSUMEcR SAFETY
600,"MEDICAL, HOSPIjTAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",698,ENVIRONMENTAL HEALTH TECHNICIAN,0698-ENVIRONMENTAL HEALTH TECHNICIAN
600,"MEDICAL, HSOPITAL, DENTAL, AND PUBLIC HEALTH GROUP","0600-MEDICAL, HOSPITAL, DENTAL, AND PUBLIC HEALTH GROUP",699,MEDICAL AND HEALTH STUDENT TRIANEE,0699-MEDICAL AND HEALTH STUDENT TRAINEE
700,VETERINARY MEDICAL SCIENEC GROUP,0700-VETERIARY MEDICAL SCIENCE GROUP,701,VETERINARY MEDICAL SCIENCE,0701-VETERINAzRY MEDICAL SCIENCE
700,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERINARY MEDICAL SCIENCE GROUP,704,ANIMLA HEALTH TECHNICIAN,0704-ANIMAL HEALTH TECHNICIAN
700,VETERINARY MEDICAL SCIENCE GROUP,0700-VETERIARY MEDICAL SCIENCE GROUP,799,VETERINARY STUDENT TRAIcNEE,0799-VETERINARY STUDENT TRAINEE***
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,801,GENERAL ENGINEERING,0801-GENERAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,802,ENGINEERING TECHNCAL,0802-ENGINEERIN GTECHNICAL
800,ENGINEERING AND ARCHITECTURE GROPU,0800-ENGINEERIN GAND ARCHITECTURE GROUP,803,SAFETY ENGINEERING,0803-SAFETY ENGINEERING
800,ENGxINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,804,FIRE PROTECTION ENGINEERING,0804-FIRE PROTECTION ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,806,MATERIALS ENqGINEERING,0806-MATEIALS ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,807,LANDSCAPE ARCHIETCTURE,0807-LANDSCAPE ARCHITCTURE
800,ENGINEERING ANDh ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,808,ARCHITETCURE,0808-ARCHITECTURE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,809,CONSTRUCTION CONTROL TgECHNICAL,0809-CONSTRUCTION CONTROL TECHNICAL
800,ENGINEERING ND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,810,CIVIL ENGINEERING,081-CIVIL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHTECTURE GROUP,817,SURVEY TECHNICAL,0817-SURVEY TECHNIACL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,819,ENVIRONMENTAL ENGINEERING***,0819-ENVIONMENTAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARkCHITECTURE GROUP,828,CONSTRUCTION ANuALYST,0828-CONSTRUCTION ANALYST
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGtINEERING AND ARCHITECTURE GROUP,830,MECHANICAL ENGINEtERING,0830-MECHANICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,840,NUCLEAR ENGINEERING,0840-NUCLEAR ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,850,ELECTRICAL ENGINEERING,0850-ELECTRICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERINaG AND ARCHITECTURE GROUP,854,COMPUTER ENIGNEERING,0854-COMPUTER ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,855,ELECTRONIoCS ENGINEERING,0855-ELECTRONICS ENGINEERING
800,ENGINEERING NAD ARCHITECTURE GROUP,0800-ENGINEERINGt AND ARCHITECTURE GROUP,856,ELEmCTRONICS TECHNICAL,0856-ELECRTONICS TECHNICAL
800,ENGINEERING AND ARCHITECTURE GROUP,0800-eENGINEERING AND ARCHITECTURE GROUP,858,BIOENGINEERING & BIOMEDICAL ENGINEERING,0858-BtIOENGINEERING & BIOMEDICAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARHITECTURE GROUP,861,AERbOSPACE ENGINEERING,0861-AEROSPACE ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINERING AND ARCHITECTURE GROUP,871,NAVAL ARCHITECTUER,0871-NAVAL ARCHITECTURE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,873,MARINE SURVEY ECHNICAL,0873-MARINE SUREY TECHNICAL
800,ENGINEERING AND ARCHITECTUR GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,880,MINING ENGINEERING,0880-MINING ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECUTRE GROUP,881,PETROLEUM ENGINEERNIG,0881-PETROLEUM ENGINEERING
800,ENGINEERING ANDw ARCHITECTURE GROUP,0800ENGINEERING AND ARCHITECTURE GROUP,890,AGRICULTURAL ENGINEERIG,0890-AGRICULTURAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE RGOUP,893,CHEMICAL ENGINEERING,0893-CHEMICAL ENGINEERNG
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERINeG AND ARCHITECTURE GROUP,895,INDUSTRIAL ENGINEERING TECHNICAL,0895-INDUSTRIAL ENGINEERING TECHNICAL
800,ENGINEEsRING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,896,INDUSTRIAL ENGINEERING,0896-INDUSTRIAL ENGINEERING
800,ENGINEERING AND ARCHITECTURE GROUP,0800ENGINEERING AND ARCHITECTURE GROUP,898,ENGINEERING TRAINEE,0898-ENGINEERING TRINEE
800,ENGINEERING AND ARCHITECTURE GROUP,0800-ENGINEERING AND ARCHITECTURE GROUP,899,ENGINEERING AND ARCHITECTURE STUDENT TRAINEE,0899-ENGINEERING AND ARCHITECTURE STUDENT TRAINEE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,901,GENERAL LEGAL AND KINDRED ADMINISTRATION,0901-GENERAL LEGAL AND KINDRED ADMINISTRATION
900,LEGAL AND KNIDRED GROUP,0900-LEGAL AND KINDRED GORUP,904,LAW CLERK,0904-LAW CLERK
900,LEGAL AND KINDRED GROUP,0900-LEGALAND KINDRED GROUP,905,GENERAL ATTORNEY,0905-GENERAL ATTORNEY
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,930,HEARINGS ANDAPPEALS,0930-HEARINGS AND APPEALS
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,935,ADMINISTRATIVE LAW JUDGE,0935-ADMINISTRATIVE LAW JDGE
900,LEGAL ND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,950,PARALEGAL SPECIALIST,090-PARALEGAL SPECIALIST
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,958,EMPLOYEE BENEFITS LWA,0958-EMPLOYEE BENEFITS LAW
900,LEGAL AND KINDRED GROUP,0900-LEGAL ANDKINDRED GROUP,962,CONTACT REPRESENTATIVE,0962-CONTACTREPRESENTATIVE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,963,LEGAL INSTRUMENTS EXAMINING,0963-LEGAL INSTRUMENTS EXAINING
900,LEGAL AND KINRED GROUP,0900-LEGAL AND KINDRED GROUP,965,LAND LAW EXAMINING,0965-LAND LAW EXAMINING
900,LEGAL ANDK INDRED GROUP,0900-LEGAL AND KINDRED GRUP,967,PASSPORT AND VISA EXAMINING,0967-PASSPORT AND VISA EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,986,LEGAL ASSISTANCE,0986-LEGL ASSISTANCE
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,987,TAX LAW SPECIALIST,0987-TAX LAW SPECIALIST
900,LEGAL AND KINDRE DGROUP,0900-LEGAL AND KINDRED GROUP,991,WORKER''S COMPENSATION CLAIMS EXAMIING,0991-WORKER'S COMPENSATION CLAIMS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,993,RAILROAD RETIREMENT CLrAIMS EXAMINING,0993-RAILROAD RETIREMENT CLAIMS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GROUP,996,VETERANS CLAIMS EXAMINING,0996-EVTERANS CLAIMS EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAL AND KINDRED GbROUP,998,CLAIMS ASSISTANCE AND EXAMINING,09s98-CLAIMS ASSISTANCE AND EXAMINING
900,LEGAL AND KINDRED GROUP,0900-LEGAfL AND KINDRED GROUP,999,LEGAL OCCUPATIONS STUDENT TRAINEE,0999-LEGAL OCCUPATIONS STUDENT TRAINEE
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1001,GENERAL ARTS AND INFORMATION,1001-GENERAL ARTS AND INFORMATION
1000,INFORMATION AN ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1002,ARTS AND INFORMATION SUPORT,1002-ARTS AND INFORMATINO SUPPORT
1000,INFORMATION AND ARTS GROUP,1000-INFbORMATION AND ARTS GROUP,1008,INTERIOR DEIGN,1008-INTERIOR DESIGN
1000,INFORMATION ANlD ARTS GROUP,1000-INFORMATION ANDARTS GROUP,1010,EXHIBITS SPECIALIST,1010-EXHIBITS SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1015,MUSEUM CURATOR,1015-MUSEUM CURATOR
1000,INFROMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1016,MUSEUM SPECIALIST AND TECHNICIAN,1016-MUSEUM SPECIALIST AND TECHNICIAN
1000,INFORMATION AcND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1020,ILLUSTRATING,1020-ILLUSTRATjING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1021,OFFICE DRAFTNIG,1021-OFFICE DRAFTING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATIN AND ARTS GROUP,1035,PUBLIC AFFAIRS,1035-PUBLIC AFFAIRS
1000,IFNORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1040,LANGUAGE SPECIALIST,1040-LANGUAGE SPECIALITS
1000,INFORMATION AND ARTSG ROUP,1000-INFORMATION ANDARTS GROUP,1046,LANGUAEG CLERICAL,1046-LANGUAGE CLERICAL
1000,INFORMTAION AND ARTS GROUP,000-INFORMATION AND ARTS GROUP,1051,MUSIC SPECIALIST,1051-MUSIC SPECIALIST
1000,INFORMATION AND ARTS GROUP,k1000-INFORMATION AND ARTS GROUP,1054,THEATER SPECIALIST,1054-THEATER SPECIALIST
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION ADN ARTS GROUP,1056,ART SPECIALIST,1056-ART SPECIALIST
1000,INFOMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1060,PHOTOGRAPHY,1060-PHOTOGRAPHY
1000,INFORMATION AND ARTS GROUP,1000-INFORMATIcON AND ARTS GROUP,1071,AUDIOVISUAL PRODUCTION,1071-AUDIOVISUAL PRODUCTION
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1082,WRITING AND EDITING,1082-WRITINGr AND EDITING
