EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
86758,1748029,REGULAR,INDI'S RESTAURANT,,4901 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/04/13 00:00:00,95,A,INDI'S RESTAURANT,,2878
86758,1789935,REGULAR,INDI'S RESTAURANT,,4901 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/09/20 00:00:00,94,C,INDI'S RESTAURANT,,2879
86758,1791883,FOLLOWUP,INDI'S RESTAURANT,,4901 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/09/27 00:00:00,100,A,INDI'S RESTAURANT,,2880
86762,1772277,REGULAR,CARDS FD STAND #52 (SEC 304),,2800 S FLOYD ST,,LOUISVILLE,KY,40209,FOOD SERVICE,2023/07/17 00:00:00,99,A,CARDS FD STAND #52 (SEC 304),,2881
86762,1787386,REGULAR,CARDS FD STAND #52 (SEC 304),,2800 S FLOYD ST,,LOUISVILLE,KY,40209,FOOD SERVICE,2023/09/07 00:00:00,99,A,CARDS FD STAND #52 (SEC 304),,2882
86901,1732075,REGULAR,DURAMART,,1480 S 7TH ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/30 00:00:00,98,A,DURAMART,,2883
86901,1732076,REGULAR,DURAMART,,1480 S 7TH ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/30 00:00:00,98,,DURAMART,,2884
86901,1766892,REGULAR,DURAMART,,1480 S 7TH ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/26 00:00:00,97,A,DURAMART,,2885
86901,1766893,REGULAR,DURAMART,,1480 S 7TH ST,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/26 00:00:00,98,,DURAMART,,2886
86912,1725073,REGULAR,DOLLAR GENERAL #12576,,7850 DIXIE HWY,,LOUISVILLE,KY,40258,PRE-PACKAGED RETAIL,2022/12/20 00:00:00,99,,DOLLAR GENERAL #12576,,2887
86961,1732879,REGULAR,HIGHLANDS LATIN SCHOOL 1,,10901 SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2023/02/02 00:00:00,100,A,HIGHLANDS LATIN SCHOOL 1,,2888
86961,1784902,REGULAR,HIGHLANDS LATIN SCHOOL 1,,10901 SHELBYVILLE RD,,LOUISVILLE,KY,40243,SCHOOL CAFETERIA OR FOOD SERVICE,2023/08/30 00:00:00,100,A,HIGHLANDS LATIN SCHOOL 1,,2889
86962,1731455,REGULAR,CHUY'S #22,,104 OXMOOR CT,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/01/26 00:00:00,98,A,CHUY'S #22,,2890
86962,1765757,REGULAR,CHUY'S #22,,104 OXMOOR CT,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/06/21 00:00:00,98,A,CHUY'S #22,,2891
86963,1758154,REGULAR,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/23 00:00:00,94,A,SHORTY'S FOOD MART #4,,2892
86963,1758155,REGULAR,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/23 00:00:00,94,,SHORTY'S FOOD MART #4,,2893
86963,1771899,COMPLAINT,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/23 00:00:00,0,,SHORTY'S FOOD MART #4,,2894
86963,1771900,FOLLOWUP,SHORTY'S FOOD MART #4,,1711 W BROADWAY,,LOUISVILLE,KY,40203,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/30 00:00:00,0,,SHORTY'S FOOD MART #4,,2895
86964,1722442,REGULAR,OLIVE GARDEN #1852,,4811 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2022/12/08 00:00:00,97,A,OLIVE GARDEN #1852,,2896
86964,1769134,REGULAR,OLIVE GARDEN #1852,,4811 OUTER LOOP,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/07/05 00:00:00,98,A,OLIVE GARDEN #1852,,2897
87040,1724587,COMPLAINT,DIORIO'S PIZZA & PUB,,310 WALLACE AVE,,LOUISVILLE,KY,40207,FOOD SERVICE,2022/11/29 00:00:00,0,,DIORIO'S PIZZA & PUB,,2898
87040,1724588,FOLLOWUP,DIORIO'S PIZZA & PUB,,310 WALLACE AVE,,LOUISVILLE,KY,40207,FOOD SERVICE,2022/12/06 00:00:00,0,,DIORIO'S PIZZA & PUB,,2899
87040,1719522,REGULAR,DIORIO'S PIZZA & PUB,,310 WALLACE AVE,,LOUISVILLE,KY,40207,FOOD SERVICE,2022/11/29 00:00:00,95,A,DIORIO'S PIZZA & PUB,,2900
87040,1767731,REGULAR,DIORIO'S PIZZA & PUB,,310 WALLACE AVE,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/06/28 00:00:00,94,A,DIORIO'S PIZZA & PUB,,2901
87041,1798732,REGULAR,DOLLAR GENERAL #11683,,8715 3RD STREET RD,,LOUISVILLE,KY,40272,PRE-PACKAGED RETAIL,2023/10/23 00:00:00,97,,DOLLAR GENERAL #11683,,2902
87045,1765220,REGULAR,YUM 2.011 YUM TRIO,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,99,A,YUM 2.011 YUM TRIO,,2903
87047,1765290,REGULAR,YUM 111 KY ALE BAR,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 111 KY ALE BAR,,2904
87048,1765222,REGULAR,YUM 2.002 KFC,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,98,A,YUM 2.002 KFC,,2905
87049,1765289,REGULAR,YUM  103 FOOD PORTABLE,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,STATIONARY RESTRICTED CONCESSON,2023/06/16 00:00:00,100,,YUM  103 FOOD PORTABLE,,2906
87051,1765316,REGULAR,YUM 118 FOOD PORTABLE,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 118 FOOD PORTABLE,,2907
87053,1765285,REGULAR,YUM 326 FOOD PORTABLE,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 326 FOOD PORTABLE,,2908
87055,1765238,REGULAR,YUM 320 DELI/PIE KITCHEN,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/06/16 00:00:00,100,A,YUM 320 DELI/PIE KITCHEN,,2909
87056,1765236,REGULAR,YUM 305 FOOD PORTABLE,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,STATIONARY RESTRICTED CONCESSON,2023/06/16 00:00:00,100,,YUM 305 FOOD PORTABLE,,2910
87061,1765293,REGULAR,YUM 5.026 PIZZA HUT,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 5.026 PIZZA HUT,,2911
87062,1765231,REGULAR,YUM 5.098 KFC/PIE KITCHEN,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 5.098 KFC/PIE KITCHEN,,2912
87064,1765223,REGULAR,YUM PREMIUM BOX BAR,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,99,A,YUM PREMIUM BOX BAR,,2913
87065,1765307,REGULAR,YUM 4.033 HICKMAN CAMP / PRESIDENTS RM,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 4.033 HICKMAN CAMP / PRESIDENTS RM,,2914
87066,1765235,REGULAR,YUM WOODFORD BAR,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM WOODFORD BAR,,2915
87067,1765297,REGULAR,YUM 5.011 SPIRIT ROOM PANTRY,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 5.011 SPIRIT ROOM PANTRY,,2916
87068,1765288,REGULAR,YUM BURNETT'S LOUNGE,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM BURNETT'S LOUNGE,,2917
87069,1765287,REGULAR,YUM EVAN WILLIAMS BOURBON BAR,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM EVAN WILLIAMS BOURBON BAR,,2918
87070,1765237,REGULAR,YUM 3.007 S1 WEST PANTRY,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 3.007 S1 WEST PANTRY,,2919
87071,1765306,REGULAR,YUM 4.049 SUITE COMMAND PANTRY,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 4.049 SUITE COMMAND PANTRY,,2920
87072,1765286,REGULAR,YUM MAIN KITCHEN,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM MAIN KITCHEN,,2921
87074,1765308,REGULAR,YUM 4.005 IN SEAT PANTRY,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 4.005 IN SEAT PANTRY,,2922
87076,1765305,REGULAR,YUM 4.052 MAIN ST CLUB,,1 ARENA PLAZA,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/16 00:00:00,100,A,YUM 4.052 MAIN ST CLUB,,2923
86223,1795159,REGULAR,KIDZ CLUB PORTLAND LLC,,225 N 25TH ST,,LOUISVILLE,KY,40212,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/10/10 00:00:00,100,A,KIDZ CLUB PORTLAND LLC,,2924
83756,1756991,FOLLOWUP,NEE NEE'S ANGELS DAYCARE II,,400 S 41ST ST,,LOUISVILLE,KY,40212,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/04/13 00:00:00,0,,NEE NEE'S ANGELS DAYCARE II,,2925
86228,1754469,REGULAR,SUBWAY,,8104 NATIONAL TURNPIKE,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/05/09 00:00:00,98,A,SUBWAY,,2926
85580,1721891,REGULAR,BLUEGRASS ACADEMY CHILD CARE,,3830 RUCKRIEGEL PKWY,,LOUISVILLE,KY,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/12/07 00:00:00,100,A,BLUEGRASS ACADEMY CHILD CARE,,2927
84839,1767175,REGULAR,COMMUNITY TRANSITIONAL SERVICES,,1407 W JEFFERSON ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2023/06/27 00:00:00,89,C,COMMUNITY TRANSITIONAL SERVICES,,2928
84425,1799525,REGULAR,MERCY ACADEMY,,5801 FEGENBUSH LN,,LOUISVILLE,KY,40228,SCHOOL CAFETERIA OR FOOD SERVICE,2023/10/25 00:00:00,100,A,MERCY ACADEMY,,2929
83756,1785446,REGULAR,NEE NEE'S ANGELS DAYCARE II,,400 S 41ST ST,,LOUISVILLE,KY,40212,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/09/01 00:00:00,99,A,NEE NEE'S ANGELS DAYCARE II,,2930
86228,1770593,FOLLOWUP,SUBWAY,,8104 NATIONAL TURNPIKE,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/06/09 00:00:00,0,,SUBWAY,,2931
84426,1799526,REGULAR,MERCY ACADEMY CONCESSION,,5801 FEGENBUSH LN,,LOUISVILLE,KY,40228,STATIONARY RESTRICTED CONCESSON,2023/10/25 00:00:00,100,,MERCY ACADEMY CONCESSION,,2932
84839,1769004,FOLLOWUP,COMMUNITY TRANSITIONAL SERVICES,,1407 W JEFFERSON ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2023/07/05 00:00:00,99,B,COMMUNITY TRANSITIONAL SERVICES,,2933
83762,1729065,REGULAR,TIENDA MEXICANA GUANAJUATO,,9901 LAGRANGE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/17 00:00:00,95,,TIENDA MEXICANA GUANAJUATO,,2934
84451,1734097,REGULAR,SPORTS BAR INN GRILLE,,6551 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,FOOD SERVICE,2023/02/08 00:00:00,95,A,SPORTS BAR INN GRILLE,,2935
84451,1782555,REGULAR,SPORTS BAR INN GRILLE,,6551 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,FOOD SERVICE,2023/08/22 00:00:00,98,A,SPORTS BAR INN GRILLE,,2936
84453,1749074,REGULAR,TARGET T-2728 STARBUCKS,,12975 SHELBYVILLE RD,,LOUISVILLE,KY,40243,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/04/18 00:00:00,99,A,TARGET T-2728 STARBUCKS,,2937
84453,1749075,REGULAR,TARGET T-2728 STARBUCKS,,12975 SHELBYVILLE RD,,LOUISVILLE,KY,40243,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/04/18 00:00:00,100,,TARGET T-2728 STARBUCKS,,2938
84453,1791745,REGULAR,TARGET T-2728 STARBUCKS,,12975 SHELBYVILLE RD,,LOUISVILLE,KY,40243,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/09/27 00:00:00,100,A,TARGET T-2728 STARBUCKS,,2939
84453,1791746,REGULAR,TARGET T-2728 STARBUCKS,,12975 SHELBYVILLE RD,,LOUISVILLE,KY,40243,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/09/27 00:00:00,100,,TARGET T-2728 STARBUCKS,,2940
84497,1794504,REGULAR,WALGREENS #11664,,4926 CANE RUN RD,,LOUISVILLE,KY,40216,PRE-PACKAGED RETAIL,2023/10/06 00:00:00,99,,WALGREENS #11664,,2941
84506,1742306,FOLLOWUP,THEATRE SQUARE MARKET PLACE,,651 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/03/17 00:00:00,97,A,THEATRE SQUARE MARKET PLACE,,2942
84506,1740816,REGULAR,THEATRE SQUARE MARKET PLACE,,651 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/03/10 00:00:00,92,C,THEATRE SQUARE MARKET PLACE,,2943
84506,1788327,REGULAR,THEATRE SQUARE MARKET PLACE,,651 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/09/14 00:00:00,98,A,THEATRE SQUARE MARKET PLACE,,2944
84601,1738544,REGULAR,AAA FOOD MART,,9410 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,SUPERMARKET WITH PROCESSING,2023/02/28 00:00:00,99,,AAA FOOD MART,,2945
84611,1725524,REGULAR,KIDZ CLUB,,7140 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2022/12/22 00:00:00,99,A,KIDZ CLUB,,2946
84611,1774447,REGULAR,KIDZ CLUB,,7140 PRESTON HWY,,LOUISVILLE,KY,40219,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/07/24 00:00:00,99,A,KIDZ CLUB,,2947
84612,1733708,REGULAR,SHELL'S WORLD CHILD CARE #2,,4906 MUD LN,,LOUISVILLE,KY,40229,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/02/06 00:00:00,97,A,SHELL'S WORLD CHILD CARE #2,,2948
84612,1779950,REGULAR,SHELL'S WORLD CHILD CARE #2,,4906 MUD LN,,LOUISVILLE,KY,40229,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/08/11 00:00:00,98,A,SHELL'S WORLD CHILD CARE #2,,2949
84615,1734025,REGULAR,LITTLE SMILES LEARNING ACADEMY,,1367 S 28TH ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/02/08 00:00:00,99,A,LITTLE SMILES LEARNING ACADEMY,,2950
84615,1773191,REGULAR,LITTLE SMILES LEARNING ACADEMY,,1367 S 28TH ST,,LOUISVILLE,KY,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/07/19 00:00:00,100,A,LITTLE SMILES LEARNING ACADEMY,,2951
84634,1725036,REGULAR,SUNRISE SENIOR LIVING,,6700 OVERLOOK DR,,LOUISVILLE,KY,40241,FOOD SERVICE,2022/12/20 00:00:00,99,A,SUNRISE SENIOR LIVING,,2952
84634,1767345,REGULAR,SUNRISE SENIOR LIVING,,6700 OVERLOOK DR,,LOUISVILLE,KY,40241,FOOD SERVICE,2023/06/27 00:00:00,100,A,SUNRISE SENIOR LIVING,,2953
84635,1737657,REGULAR,TARGET T-2473 STARBUCKS,,4174 WESTPORT RD,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/02/24 00:00:00,100,,TARGET T-2473 STARBUCKS,,2954
84635,1737656,REGULAR,TARGET T-2473 STARBUCKS,,4174 WESTPORT RD,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/02/24 00:00:00,100,A,TARGET T-2473 STARBUCKS,,2955
84635,1785255,REGULAR,TARGET T-2473 STARBUCKS,,4174 WESTPORT RD,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/08/29 00:00:00,100,A,TARGET T-2473 STARBUCKS,,2956
84635,1785256,REGULAR,TARGET T-2473 STARBUCKS,,4174 WESTPORT RD,,LOUISVILLE,KY,40207,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/08/29 00:00:00,100,,TARGET T-2473 STARBUCKS,,2957
84673,1748756,FOLLOWUP,ROOSTERS,,4420 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/04/17 00:00:00,98,A,ROOSTERS,,2958
84673,1747151,REGULAR,ROOSTERS,,4420 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/04/10 00:00:00,91,C,ROOSTERS,,2959
85580,1772827,REGULAR,BLUEGRASS ACADEMY CHILD CARE,,3830 RUCKRIEGEL PKWY,,LOUISVILLE,KY,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/07/18 00:00:00,100,A,BLUEGRASS ACADEMY CHILD CARE,,2960
86228,1770589,COMPLAINT,SUBWAY,,8104 NATIONAL TURNPIKE,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/05/09 00:00:00,0,,SUBWAY,,2961
84673,1797969,REGULAR,ROOSTERS,,4420 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,2023/10/19 00:00:00,97,A,ROOSTERS,,2962
84698,1762712,REGULAR,CIRCLE K #4703312,,14000 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/09 00:00:00,98,A,CIRCLE K #4703312,,2963
84698,1762713,REGULAR,CIRCLE K #4703312,,14000 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/09 00:00:00,99,,CIRCLE K #4703312,,2964
84702,1749645,REGULAR,LIQUOR BARN #960,,1850 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40220,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/04/20 00:00:00,100,A,LIQUOR BARN #960,,2965
84702,1749646,REGULAR,LIQUOR BARN #960,,1850 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40220,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/04/20 00:00:00,99,,LIQUOR BARN #960,,2966
84702,1786295,REGULAR,LIQUOR BARN #960,,1850 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40220,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/09/06 00:00:00,99,A,LIQUOR BARN #960,,2967
84702,1786297,REGULAR,LIQUOR BARN #960,,1850 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40220,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/09/06 00:00:00,100,,LIQUOR BARN #960,,2968
84714,1743762,REGULAR,RAVEN IRISH PUB,,3900 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/03/23 00:00:00,97,A,RAVEN IRISH PUB,,2969
84714,1779442,REGULAR,RAVEN IRISH PUB,,3900 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/08/10 00:00:00,99,A,RAVEN IRISH PUB,,2970
84724,1792174,REGULAR,WALGREENS #11665,,4310 OUTER LOOP,,LOUISVILLE,KY,40219,PRE-PACKAGED RETAIL,2023/09/27 00:00:00,99,,WALGREENS #11665,,2971
84753,1726329,REGULAR,MARATHON,,6000 MANSLICK RD,,LOUISVILLE,KY,40214,SUPERMARKET WITH PROCESSING,2023/01/03 00:00:00,95,,MARATHON,,2972
84753,1733146,FOLLOWUP,MARATHON,,6000 MANSLICK RD,,LOUISVILLE,KY,40214,SUPERMARKET WITH PROCESSING,2023/02/02 00:00:00,99,,MARATHON,,2973
84756,1804375,REGULAR,WALGREENS #10560,,6620 BARDSTOWN RD,,LOUISVILLE,KY,40291,PRE-PACKAGED RETAIL,2023/11/13 00:00:00,100,,WALGREENS #10560,,2974
84757,1745690,REGULAR,MI CASITA ON 4TH,,520 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/04/03 00:00:00,96,A,MI CASITA ON 4TH,,2975
84757,1790341,REGULAR,MI CASITA ON 4TH,,520 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/09/21 00:00:00,97,A,MI CASITA ON 4TH,,2976
84789,1732930,REGULAR,HEALING PLACE WOMEN & CHILDREN,,1503 S 15TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE,2023/02/02 00:00:00,97,A,HEALING PLACE WOMEN & CHILDREN,,2977
84789,1770982,REGULAR,HEALING PLACE WOMEN & CHILDREN,,1503 S 15TH ST,,LOUISVILLE,KY,40210,FOOD SERVICE,2023/07/12 00:00:00,98,A,HEALING PLACE WOMEN & CHILDREN,,2978
84792,1732077,REGULAR,MAGNOLIA BAR & GRILL,,1398 S 2ND ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/01/30 00:00:00,99,A,MAGNOLIA BAR & GRILL,,2979
82484,1779558,REGULAR,STRIKE ZONE,,911 PHILLIPS LN,,LOUISVILLE,KY,40209,FOOD SERVICE,2023/08/10 00:00:00,98,A,STRIKE ZONE,,2980
86228,1770591,FOLLOWUP,SUBWAY,,8104 NATIONAL TURNPIKE,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/05/23 00:00:00,0,,SUBWAY,,2981
83762,1729064,REGULAR,TIENDA MEXICANA GUANAJUATO,,9901 LAGRANGE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/17 00:00:00,99,A,TIENDA MEXICANA GUANAJUATO,,2982
83762,1766004,REGULAR,TIENDA MEXICANA GUANAJUATO,,9901 LAGRANGE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/22 00:00:00,99,A,TIENDA MEXICANA GUANAJUATO,,2983
85625,1799527,REGULAR,MERCY ACADEMY OUTDOOR CONCESSION,,5801 FEGENBUSH LN,,LOUISVILLE,KY,40228,STATIONARY RESTRICTED CONCESSON,2023/10/25 00:00:00,100,,MERCY ACADEMY OUTDOOR CONCESSION,,2984
83762,1766005,REGULAR,TIENDA MEXICANA GUANAJUATO,,9901 LAGRANGE RD,,LOUISVILLE,KY,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/22 00:00:00,96,,TIENDA MEXICANA GUANAJUATO,,2985
85633,1756646,REGULAR,BATS GRAB N' GO,,401 E MAIN ST,,LOUISVILLE,KY,40202,PRE-PACKAGED RETAIL,2023/05/17 00:00:00,100,,BATS GRAB N' GO,,2986
84022,1749954,REGULAR,PAPA JOHN'S #45,,10627 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2023/04/21 00:00:00,97,A,PAPA JOHN'S #45,,2987
85763,1721876,REGULAR,IHOP,,1401 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40222,FOOD SERVICE,2022/12/07 00:00:00,93,A,IHOP,,2988
84022,1797238,REGULAR,PAPA JOHN'S #45,,10627 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2023/10/17 00:00:00,98,A,PAPA JOHN'S #45,,2989
86326,1749715,REGULAR,DEAL MASTER,,6115 BLEVINS GAP RD,,LOUISVILLE,KY,40272,SUPERMARKET WITH PROCESSING,2023/04/20 00:00:00,97,,DEAL MASTER,,2990
85763,1791855,REGULAR,IHOP,,1401 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/09/27 00:00:00,96,A,IHOP,,2991
84024,1724839,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/20 00:00:00,98,A,RAINBOW BLOSSOM,,2992
86330,1744355,REGULAR,ZOE'S KITCHEN,,4126 SUMMIT PLAZA DR,,LOUISVILLE,KY,40241,FOOD SERVICE,2023/03/27 00:00:00,97,A,ZOE'S KITCHEN,,2993
84024,1724840,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/20 00:00:00,100,,RAINBOW BLOSSOM,,2994
84024,1758380,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/24 00:00:00,99,A,RAINBOW BLOSSOM,,2995
84839,1779486,COMPLAINT,COMMUNITY TRANSITIONAL SERVICES,,1407 W JEFFERSON ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2023/06/27 00:00:00,0,,COMMUNITY TRANSITIONAL SERVICES,,2996
86330,1791255,REGULAR,ZOE'S KITCHEN,,4126 SUMMIT PLAZA DR,,LOUISVILLE,KY,40241,FOOD SERVICE,2023/09/26 00:00:00,98,A,ZOE'S KITCHEN,,2997
84024,1758381,REGULAR,RAINBOW BLOSSOM,,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/24 00:00:00,98,,RAINBOW BLOSSOM,,2998
84839,1779489,ENFORCEMENT ACTIONS,COMMUNITY TRANSITIONAL SERVICES,,1407 W JEFFERSON ST,,LOUISVILLE,KY,40203,FOOD SERVICE,2023/06/28 00:00:00,0,,COMMUNITY TRANSITIONAL SERVICES,,2999
85763,1758972,REGULAR,IHOP,,1401 S HURSTBOURNE PKWY,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/05/26 00:00:00,96,A,IHOP,,3000
86388,1754412,REGULAR,MI PREFERIDA,,4752 BARDSTOWN RD,,LOUISVILLE,KY,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/09 00:00:00,97,A,MI PREFERIDA,,3001
