vaccinationdate,age_range,first_daily_dose,first_daily_dose_cumulative,second_daily_dose,second_daily_dose_cumulative,single_daily_dose,single_daily_dose_cumulative,thirddailydose,thirddailydosecumulative,combined_all_doses,combined_all_doses_cumulative,fully_vaccinated,fully_vaccinated_cumulative,firstboosterdailydose,firstboosterdailydosecumulative,secondboosterdailydose,secondboosterdailydosecumulative
08/28/2021 11:00:00 AM,50-64,699.0,945953,788.0,883499,73.0,92273,,0,,0,861.0,975772,281.0,6964,,4
08/28/2021 11:00:00 AM,65 and Older,221.0,828468,266.0,789309,17.0,51209,,0,,0,283.0,840518,580.0,13607,,6
08/28/2021 11:00:00 AM,Unknown,2162.0,126184,1759.0,110490,85.0,3371,,0,,0,1844.0,113861,,0,,0
08/29/2021 11:00:00 AM,12-17,770.0,310526,916.0,265194,,130,,0,,0,916.0,265324,7.0,269,,0
08/29/2021 11:00:00 AM,18-49,2077.0,1731195,1990.0,1549383,62.0,144472,,0,,0,2052.0,1693855,161.0,6143,1.0,1
08/29/2021 11:00:00 AM,50-64,444.0,946397,532.0,884031,22.0,92295,,0,,0,554.0,976326,187.0,7151,1.0,5
08/29/2021 11:00:00 AM,65 and Older,186.0,828654,151.0,789460,4.0,51213,,0,,0,155.0,840673,426.0,14033,,6
08/29/2021 11:00:00 AM,Unknown,314.0,126498,245.0,110735,530.0,3901,,0,,0,775.0,114636,,0,,0
08/30/2021 11:00:00 AM,12-17,1136.0,311662,1376.0,266570,,130,,0,,0,1376.0,266700,15.0,284,,0
08/30/2021 11:00:00 AM,18-49,3636.0,1734831,3563.0,1552946,206.0,144678,,0,,0,3769.0,1697624,314.0,6457,1.0,2
08/30/2021 11:00:00 AM,50-64,908.0,947305,1089.0,885120,80.0,92375,,0,,0,1169.0,977495,384.0,7535,3.0,8
08/30/2021 11:00:00 AM,65 and Older,459.0,829113,428.0,789888,31.0,51244,,0,,0,459.0,841132,990.0,15023,2.0,8
08/30/2021 11:00:00 AM,Unknown,3.0,126501,9.0,110744,671.0,4572,,0,,0,680.0,115316,,0,,0
08/31/2021 11:00:00 AM,12-17,1082.0,312744,1471.0,268041,,130,,0,,0,1471.0,268171,11.0,295,,0
08/31/2021 11:00:00 AM,18-49,3689.0,1738520,3414.0,1556360,219.0,144897,,0,,0,3633.0,1701257,316.0,6773,2.0,4
08/31/2021 11:00:00 AM,50-64,908.0,948213,1062.0,886182,99.0,92474,,0,,0,1161.0,978656,428.0,7963,2.0,10
08/31/2021 11:00:00 AM,65 and Older,493.0,829606,431.0,790319,23.0,51267,,0,,0,454.0,841586,1093.0,16116,,8
08/31/2021 11:00:00 AM,Unknown,9.0,126510,8.0,110752,629.0,5201,,0,,0,637.0,115953,,0,,0
09/01/2021 11:00:00 AM,12-17,1001.0,313745,1352.0,269393,,130,,0,,0,1352.0,269523,15.0,310,,0
09/01/2021 11:00:00 AM,18-49,3484.0,1742004,3274.0,1559634,267.0,145164,,0,,0,3541.0,1704798,432.0,7205,4.0,8
09/01/2021 11:00:00 AM,50-64,941.0,949154,1014.0,887196,123.0,92597,,0,,0,1137.0,979793,532.0,8495,3.0,13
09/01/2021 11:00:00 AM,65 and Older,386.0,829992,379.0,790698,34.0,51301,,0,,0,413.0,841999,1171.0,17287,1.0,9
09/01/2021 11:00:00 AM,Unknown,129.0,126639,119.0,110871,523.0,5724,,0,,0,642.0,116595,,0,,0
09/02/2021 11:00:00 AM,12-17,995.0,314740,1479.0,270872,,130,,0,,0,1479.0,271002,13.0,323,,0
09/02/2021 11:00:00 AM,18-49,3285.0,1745289,3240.0,1562874,215.0,145379,,0,,0,3455.0,1708253,369.0,7574,,8
09/02/2021 11:00:00 AM,50-64,873.0,950027,1002.0,888198,97.0,92694,,0,,0,1099.0,980892,487.0,8982,1.0,14
09/02/2021 11:00:00 AM,65 and Older,365.0,830357,407.0,791105,18.0,51319,,0,,0,425.0,842424,1124.0,18411,,9
09/02/2021 11:00:00 AM,Unknown,183.0,126822,161.0,111032,384.0,6108,,0,,0,545.0,117140,,0,,0
09/03/2021 11:00:00 AM,12-17,1306.0,316046,1812.0,272684,1.0,131,,0,,0,1813.0,272815,12.0,335,,0
09/03/2021 11:00:00 AM,18-49,3287.0,1748576,3688.0,1566562,204.0,145583,,0,,0,3892.0,1712145,424.0,7998,1.0,9
09/03/2021 11:00:00 AM,50-64,935.0,950962,1218.0,889416,72.0,92766,,0,,0,1290.0,982182,560.0,9542,,14
09/03/2021 11:00:00 AM,65 and Older,401.0,830758,413.0,791518,27.0,51346,,0,,0,440.0,842864,1046.0,19457,1.0,10
09/03/2021 11:00:00 AM,Unknown,273.0,127095,166.0,111198,686.0,6794,,0,,0,852.0,117992,,0,,0
09/04/2021 11:00:00 AM,12-17,997.0,317043,1246.0,273930,,131,,0,,0,1246.0,274061,13.0,348,,0
09/04/2021 11:00:00 AM,18-49,1949.0,1750525,2265.0,1568827,109.0,145692,,0,,0,2374.0,1714519,230.0,8228,1.0,10
09/04/2021 11:00:00 AM,50-64,475.0,951437,641.0,890057,43.0,92809,,0,,0,684.0,982866,280.0,9822,2.0,16
09/04/2021 11:00:00 AM,65 and Older,163.0,830921,187.0,791705,7.0,51353,,0,,0,194.0,843058,474.0,19931,,10
09/04/2021 11:00:00 AM,Unknown,228.0,127323,195.0,111393,735.0,7529,,0,,0,930.0,118922,,0,,0
09/05/2021 11:00:00 AM,12-17,724.0,317767,751.0,274681,,131,,0,,0,751.0,274812,3.0,351,,0
09/05/2021 11:00:00 AM,18-49,1751.0,1752276,1675.0,1570502,88.0,145780,,0,,0,1763.0,1716282,205.0,8433,3.0,13
09/05/2021 11:00:00 AM,50-64,359.0,951796,411.0,890468,28.0,92837,,0,,0,439.0,983305,186.0,10008,1.0,17
09/05/2021 11:00:00 AM,65 and Older,163.0,831084,96.0,791801,5.0,51358,,0,,0,101.0,843159,359.0,20290,2.0,12
09/06/2021 11:00:00 AM,12-17,259.0,318026,328.0,275009,,131,,0,,0,328.0,275140,3.0,354,,0
09/06/2021 11:00:00 AM,18-49,598.0,1752874,634.0,1571136,52.0,145832,,0,,0,686.0,1716968,53.0,8486,,13
09/06/2021 11:00:00 AM,50-64,164.0,951960,193.0,890661,18.0,92855,,0,,0,211.0,983516,66.0,10074,,17
09/06/2021 11:00:00 AM,65 and Older,68.0,831152,67.0,791868,7.0,51365,,0,,0,74.0,843233,138.0,20428,,12
09/07/2021 11:00:00 AM,12-17,1131.0,319157,1993.0,277002,1.0,132,,0,,0,1994.0,277134,8.0,362,,0
09/07/2021 11:00:00 AM,18-49,2959.0,1755833,3835.0,1574971,201.0,146033,,0,,0,4036.0,1721004,271.0,8757,5.0,18
09/07/2021 11:00:00 AM,50-64,748.0,952708,1209.0,891870,81.0,92936,,0,,0,1290.0,984806,363.0,10437,4.0,21
09/07/2021 11:00:00 AM,65 and Older,370.0,831522,456.0,792324,27.0,51392,,0,,0,483.0,843716,930.0,21358,3.0,15
09/07/2021 11:00:00 AM,Unknown,338.0,127661,237.0,111630,2008.0,9537,,0,,0,2245.0,121167,,0,,0
09/08/2021 11:00:00 AM,12-17,742.0,319899,1245.0,278247,,132,,0,,0,1245.0,278379,5.0,367,,0
09/08/2021 11:00:00 AM,18-49,3033.0,1758866,3274.0,1578245,257.0,146290,,0,,0,3531.0,1724535,262.0,9019,2.0,20
09/08/2021 11:00:00 AM,50-64,729.0,953437,952.0,892822,97.0,93033,,0,,0,1049.0,985855,421.0,10858,2.0,23
09/08/2021 11:00:00 AM,65 and Older,336.0,831858,365.0,792689,25.0,51417,,0,,0,390.0,844106,1032.0,22390,1.0,16
09/09/2021 11:00:00 AM,12-17,702.0,320601,1232.0,279479,,132,,0,,0,1232.0,279611,5.0,372,,0
09/09/2021 11:00:00 AM,18-49,3216.0,1762082,3076.0,1581321,234.0,146524,,0,,0,3310.0,1727845,363.0,9382,2.0,22
09/09/2021 11:00:00 AM,50-64,838.0,954275,969.0,893791,83.0,93116,,0,,0,1052.0,986907,624.0,11482,1.0,24
09/09/2021 11:00:00 AM,65 and Older,435.0,832293,399.0,793088,29.0,51446,,0,,0,428.0,844534,1499.0,23889,2.0,18
09/09/2021 11:00:00 AM,Unknown,18.0,127679,35.0,111665,,9537,,0,,0,35.0,121202,,0,,0
09/10/2021 11:00:00 AM,12-17,906.0,321507,1516.0,280995,,132,,0,,0,1516.0,281127,14.0,386,,0
09/10/2021 11:00:00 AM,18-49,3575.0,1765657,3451.0,1584772,289.0,146813,,0,,0,3740.0,1731585,476.0,9858,10.0,32
09/10/2021 11:00:00 AM,50-64,979.0,955254,1146.0,894937,99.0,93215,,0,,0,1245.0,988152,653.0,12135,5.0,29
09/10/2021 11:00:00 AM,65 and Older,421.0,832714,387.0,793475,30.0,51476,,0,,0,417.0,844951,1545.0,25434,1.0,19
09/10/2021 11:00:00 AM,Unknown,818.0,128497,477.0,112142,1325.0,10862,,0,,0,1802.0,123004,,0,,0
09/11/2021 11:00:00 AM,12-17,924.0,322431,1236.0,282231,1.0,133,,0,,0,1237.0,282364,7.0,393,,0
09/11/2021 11:00:00 AM,18-49,2176.0,1767833,2273.0,1587045,177.0,146990,,0,,0,2450.0,1734035,235.0,10093,1.0,33
09/11/2021 11:00:00 AM,50-64,558.0,955812,603.0,895540,77.0,93292,,0,,0,680.0,988832,312.0,12447,,29
09/11/2021 11:00:00 AM,65 and Older,173.0,832887,180.0,793655,11.0,51487,,0,,0,191.0,845142,575.0,26009,2.0,21
09/11/2021 11:00:00 AM,Unknown,422.0,128919,251.0,112393,417.0,11279,,0,,0,668.0,123672,,0,,0
09/12/2021 11:00:00 AM,12-17,535.0,322966,786.0,283017,,133,,0,,0,786.0,283150,3.0,396,,0
09/12/2021 11:00:00 AM,18-49,1740.0,1769573,1733.0,1588778,75.0,147065,,0,,0,1808.0,1735843,167.0,10260,1.0,34
09/12/2021 11:00:00 AM,50-64,398.0,956210,420.0,895960,21.0,93313,,0,,0,441.0,989273,189.0,12636,1.0,30
09/12/2021 11:00:00 AM,65 and Older,145.0,833032,134.0,793789,3.0,51490,,0,,0,137.0,845279,415.0,26424,1.0,22
09/12/2021 11:00:00 AM,Unknown,414.0,129333,299.0,112692,352.0,11631,,0,,0,651.0,124323,,0,,0
09/13/2021 11:00:00 AM,12-17,608.0,323574,1089.0,284106,,133,,0,,0,1089.0,284239,6.0,402,,0
09/13/2021 11:00:00 AM,18-49,3069.0,1772642,2920.0,1591698,176.0,147241,,0,,0,3096.0,1738939,273.0,10533,1.0,35
09/13/2021 11:00:00 AM,50-64,838.0,957048,877.0,896837,73.0,93386,,0,,0,950.0,990223,348.0,12984,3.0,33
09/13/2021 11:00:00 AM,65 and Older,368.0,833400,351.0,794140,16.0,51506,,0,,0,367.0,845646,1054.0,27478,,22
09/13/2021 11:00:00 AM,Unknown,199.0,129532,87.0,112779,95.0,11726,,0,,0,182.0,124505,,0,,0
09/14/2021 11:00:00 AM,12-17,652.0,324226,1200.0,285306,,133,,0,,0,1200.0,285439,5.0,407,,0
09/14/2021 11:00:00 AM,18-49,3029.0,1775671,3212.0,1594910,237.0,147478,,0,,0,3449.0,1742388,238.0,10771,3.0,38
09/14/2021 11:00:00 AM,50-64,769.0,957817,916.0,897753,90.0,93476,,0,,0,1006.0,991229,424.0,13408,2.0,35
09/14/2021 11:00:00 AM,65 and Older,360.0,833760,357.0,794497,30.0,51536,,0,,0,387.0,846033,1091.0,28569,2.0,24
09/14/2021 11:00:00 AM,Unknown,183.0,129715,59.0,112838,100.0,11826,,0,,0,159.0,124664,,0,,0
09/15/2021 11:00:00 AM,12-17,878.0,325104,1422.0,286728,,133,,0,,0,1422.0,286861,3.0,410,,0
09/15/2021 11:00:00 AM,18-49,3003.0,1778674,3333.0,1598243,245.0,147723,,0,,0,3578.0,1745966,289.0,11060,1.0,39
09/15/2021 11:00:00 AM,50-64,739.0,958556,930.0,898683,96.0,93572,,0,,0,1026.0,992255,419.0,13827,5.0,40
09/15/2021 11:00:00 AM,65 and Older,360.0,834120,348.0,794845,30.0,51566,,0,,0,378.0,846411,955.0,29524,3.0,27
09/15/2021 11:00:00 AM,Unknown,320.0,130035,163.0,113001,44.0,11870,,0,,0,207.0,124871,,0,,0
09/16/2021 11:00:00 AM,12-17,890.0,325994,1401.0,288129,1.0,134,,0,,0,1402.0,288263,13.0,423,,0
09/16/2021 11:00:00 AM,18-49,2714.0,1781388,3203.0,1601446,202.0,147925,,0,,0,3405.0,1749371,344.0,11404,1.0,40
09/16/2021 11:00:00 AM,50-64,716.0,959272,937.0,899620,83.0,93655,,0,,0,1020.0,993275,438.0,14265,2.0,42
09/16/2021 11:00:00 AM,65 and Older,354.0,834474,358.0,795203,29.0,51595,,0,,0,387.0,846798,938.0,30462,4.0,31
09/16/2021 11:00:00 AM,Unknown,338.0,130373,207.0,113208,44.0,11914,,0,,0,251.0,125122,,0,,0
09/17/2021 11:00:00 AM,12-17,837.0,326831,1486.0,289615,,134,,0,,0,1486.0,289749,11.0,434,,0
09/17/2021 11:00:00 AM,18-49,3143.0,1784531,3759.0,1605205,232.0,148157,,0,,0,3991.0,1753362,414.0,11818,4.0,44
09/17/2021 11:00:00 AM,50-64,776.0,960048,1052.0,900672,89.0,93744,,0,,0,1141.0,994416,571.0,14836,4.0,46
09/17/2021 11:00:00 AM,65 and Older,346.0,834820,360.0,795563,40.0,51635,,0,,0,400.0,847198,1156.0,31618,2.0,33
09/17/2021 11:00:00 AM,Unknown,375.0,130748,277.0,113485,4.0,11918,,0,,0,281.0,125403,,0,,0
09/18/2021 11:00:00 AM,12-17,689.0,327520,1261.0,290876,,134,,0,,0,1261.0,291010,7.0,441,,0
09/18/2021 11:00:00 AM,18-49,2112.0,1786643,2603.0,1607808,89.0,148246,,0,,0,2692.0,1756054,209.0,12027,4.0,48
09/18/2021 11:00:00 AM,50-64,499.0,960547,570.0,901242,49.0,93793,,0,,0,619.0,995035,250.0,15086,1.0,47
09/18/2021 11:00:00 AM,65 and Older,199.0,835019,155.0,795718,5.0,51640,,0,,0,160.0,847358,569.0,32187,2.0,35
09/18/2021 11:00:00 AM,Unknown,373.0,131121,234.0,113719,54.0,11972,,0,,0,288.0,125691,,0,,0
09/19/2021 11:00:00 AM,12-17,445.0,327965,695.0,291571,,134,,0,,0,695.0,291705,10.0,451,,0
09/19/2021 11:00:00 AM,18-49,1451.0,1788094,1784.0,1609592,51.0,148297,,0,,0,1835.0,1757889,103.0,12130,4.0,52
09/19/2021 11:00:00 AM,50-64,311.0,960858,395.0,901637,23.0,93816,,0,,0,418.0,995453,189.0,15275,2.0,49
09/19/2021 11:00:00 AM,65 and Older,130.0,835149,98.0,795816,3.0,51643,,0,,0,101.0,847459,464.0,32651,,35
09/19/2021 11:00:00 AM,Unknown,420.0,131541,329.0,114048,8.0,11980,,0,,0,337.0,126028,,0,,0
09/20/2021 11:00:00 AM,12-17,525.0,328490,873.0,292444,,134,,0,,0,873.0,292578,4.0,455,,0
09/20/2021 11:00:00 AM,18-49,2298.0,1790392,2954.0,1612546,181.0,148478,,0,,0,3135.0,1761024,264.0,12394,1.0,53
09/20/2021 11:00:00 AM,50-64,646.0,961504,830.0,902467,68.0,93884,,0,,0,898.0,996351,383.0,15658,2.0,51
09/20/2021 11:00:00 AM,65 and Older,327.0,835476,317.0,796133,19.0,51662,,0,,0,336.0,847795,1326.0,33977,,35
09/20/2021 11:00:00 AM,Unknown,25.0,131566,17.0,114065,171.0,12151,,0,,0,188.0,126216,,0,,0
09/21/2021 11:00:00 AM,12-17,568.0,329058,931.0,293375,2.0,136,,0,,0,933.0,293511,1.0,456,,0
09/21/2021 11:00:00 AM,18-49,2653.0,1793045,3211.0,1615757,198.0,148676,,0,,0,3409.0,1764433,261.0,12655,8.0,61
09/21/2021 11:00:00 AM,50-64,590.0,962094,895.0,903362,79.0,93963,,0,,0,974.0,997325,363.0,16021,4.0,55
09/21/2021 11:00:00 AM,65 and Older,315.0,835791,324.0,796457,15.0,51677,,0,,0,339.0,848134,1391.0,35368,3.0,38
09/21/2021 11:00:00 AM,Unknown,13.0,131579,5.0,114070,63.0,12214,,0,,0,68.0,126284,,0,,0
09/22/2021 11:00:00 AM,12-17,568.0,329626,879.0,294254,,136,,0,,0,879.0,294390,7.0,463,,0
09/22/2021 11:00:00 AM,18-49,2442.0,1795487,2892.0,1618649,194.0,148870,,0,,0,3086.0,1767519,255.0,12910,4.0,65
09/22/2021 11:00:00 AM,50-64,661.0,962755,839.0,904201,70.0,94033,,0,,0,909.0,998234,366.0,16387,3.0,58
09/22/2021 11:00:00 AM,65 and Older,370.0,836161,312.0,796769,18.0,51695,,0,,0,330.0,848464,1288.0,36656,,38
09/22/2021 11:00:00 AM,Unknown,279.0,131858,182.0,114252,186.0,12400,,0,,0,368.0,126652,,0,,0
09/23/2021 11:00:00 AM,12-17,567.0,330193,881.0,295135,,136,,0,,0,881.0,295271,6.0,469,,0
09/23/2021 11:00:00 AM,18-49,2373.0,1797860,2869.0,1621518,169.0,149039,,0,,0,3038.0,1770557,298.0,13208,,65
09/23/2021 11:00:00 AM,50-64,657.0,963412,710.0,904911,70.0,94103,,0,,0,780.0,999014,488.0,16875,2.0,60
09/23/2021 11:00:00 AM,65 and Older,357.0,836518,284.0,797053,21.0,51716,,0,,0,305.0,848769,1595.0,38251,1.0,39
09/23/2021 11:00:00 AM,Unknown,341.0,132199,224.0,114476,247.0,12647,,0,,0,471.0,127123,,0,,0
09/24/2021 11:00:00 AM,12-17,785.0,330978,1169.0,296304,,136,,0,,0,1169.0,296440,11.0,480,,0
09/24/2021 11:00:00 AM,18-49,2748.0,1800608,3183.0,1624701,184.0,149223,,0,,0,3367.0,1773924,652.0,13860,5.0,70
09/24/2021 11:00:00 AM,50-64,711.0,964123,916.0,905827,75.0,94178,,0,,0,991.0,1000005,878.0,17753,1.0,61
09/24/2021 11:00:00 AM,65 and Older,559.0,837077,366.0,797419,29.0,51745,,0,,0,395.0,849164,3593.0,41844,2.0,41
09/24/2021 11:00:00 AM,Unknown,360.0,132559,316.0,114792,148.0,12795,,0,,0,464.0,127587,,0,,0
09/25/2021 11:00:00 AM,12-17,550.0,331528,1061.0,297365,,136,,0,,0,1061.0,297501,10.0,490,,0
09/25/2021 11:00:00 AM,18-49,1672.0,1802280,1807.0,1626508,47.0,149270,,0,,0,1854.0,1775778,784.0,14644,,70
09/25/2021 11:00:00 AM,50-64,508.0,964631,489.0,906316,19.0,94197,,0,,0,508.0,1000513,891.0,18644,2.0,63
09/25/2021 11:00:00 AM,65 and Older,436.0,837513,179.0,797598,5.0,51750,,0,,0,184.0,849348,3531.0,45375,,41
09/25/2021 11:00:00 AM,Unknown,395.0,132954,287.0,115079,316.0,13111,,0,,0,603.0,128190,,0,,0
09/26/2021 11:00:00 AM,12-17,323.0,331851,719.0,298084,,136,,0,,0,719.0,298220,5.0,495,,0
09/26/2021 11:00:00 AM,18-49,1162.0,1803442,1419.0,1627927,74.0,149344,,0,,0,1493.0,1777271,561.0,15205,4.0,74
09/26/2021 11:00:00 AM,50-64,291.0,964922,322.0,906638,16.0,94213,,0,,0,338.0,1000851,573.0,19217,,63
09/26/2021 11:00:00 AM,65 and Older,239.0,837752,101.0,797699,5.0,51755,,0,,0,106.0,849454,2150.0,47525,,41
09/26/2021 11:00:00 AM,Unknown,244.0,133198,242.0,115321,367.0,13478,,0,,0,609.0,128799,,0,,0
09/27/2021 11:00:00 AM,12-17,616.0,332467,466.0,298550,,136,,0,,0,466.0,298686,10.0,505,,0
09/27/2021 11:00:00 AM,18-49,2346.0,1805788,1637.0,1629564,182.0,149526,,0,,0,1819.0,1779090,1188.0,16393,4.0,78
09/27/2021 11:00:00 AM,50-64,660.0,965582,471.0,907109,67.0,94280,,0,,0,538.0,1001389,1266.0,20483,4.0,67
09/27/2021 11:00:00 AM,65 and Older,792.0,838544,295.0,797994,20.0,51775,,0,,0,315.0,849769,6890.0,54415,2.0,43
09/27/2021 11:00:00 AM,Unknown,7.0,133205,9.0,115330,273.0,13751,,0,,0,282.0,129081,,0,,0
09/28/2021 11:00:00 AM,12-17,523.0,332990,871.0,299421,2.0,138,,0,,0,873.0,299559,6.0,511,,0
09/28/2021 11:00:00 AM,18-49,2392.0,1808180,2819.0,1632383,136.0,149662,,0,,0,2955.0,1782045,1480.0,17873,2.0,80
09/28/2021 11:00:00 AM,50-64,666.0,966248,719.0,907828,54.0,94334,,0,,0,773.0,1002162,1610.0,22093,4.0,71
09/28/2021 11:00:00 AM,65 and Older,735.0,839279,393.0,798387,23.0,51798,,0,,0,416.0,850185,7112.0,61527,,43
09/29/2021 11:00:00 AM,12-17,485.0,333475,651.0,300072,,138,,0,,0,651.0,300210,8.0,519,,0
09/29/2021 11:00:00 AM,18-49,2528.0,1810708,2847.0,1635230,180.0,149842,,0,,0,3027.0,1785072,1665.0,19538,4.0,84
09/29/2021 11:00:00 AM,50-64,644.0,966892,760.0,908588,70.0,94404,,0,,0,830.0,1002992,1655.0,23748,3.0,74
09/29/2021 11:00:00 AM,65 and Older,719.0,839998,353.0,798740,20.0,51818,,0,,0,373.0,850558,7168.0,68695,3.0,46
09/29/2021 11:00:00 AM,Unknown,253.0,133458,211.0,115541,655.0,14406,,0,,0,866.0,129947,,0,,0
09/30/2021 11:00:00 AM,12-17,514.0,333989,633.0,300705,,138,,0,,0,633.0,300843,6.0,525,,0
09/30/2021 11:00:00 AM,18-49,2607.0,1813315,2836.0,1638066,164.0,150006,,0,,0,3000.0,1788072,1850.0,21388,6.0,90
09/30/2021 11:00:00 AM,50-64,673.0,967565,778.0,909366,81.0,94485,,0,,0,859.0,1003851,1707.0,25455,4.0,78
09/30/2021 11:00:00 AM,65 and Older,664.0,840662,393.0,799133,18.0,51836,,0,,0,411.0,850969,7138.0,75833,,46
09/30/2021 11:00:00 AM,Unknown,311.0,133769,222.0,115763,545.0,14951,,0,,0,767.0,130714,,0,,0
10/01/2021 11:00:00 AM,12-17,711.0,334700,934.0,301639,,138,,0,,0,934.0,301777,12.0,537,,0
10/01/2021 11:00:00 AM,18-49,2908.0,1816223,3138.0,1641204,213.0,150219,,0,,0,3351.0,1791423,2957.0,24345,7.0,97
10/01/2021 11:00:00 AM,50-64,824.0,968389,984.0,910350,90.0,94575,,0,,0,1074.0,1004925,2479.0,27934,4.0,82
10/01/2021 11:00:00 AM,65 and Older,776.0,841438,397.0,799530,23.0,51859,,0,,0,420.0,851389,7871.0,83704,1.0,47
10/01/2021 11:00:00 AM,Unknown,238.0,134007,276.0,116039,494.0,15445,,0,,0,770.0,131484,,0,,0
10/02/2021 11:00:00 AM,12-17,461.0,335161,742.0,302381,,138,,0,,0,742.0,302519,9.0,546,,0
10/02/2021 11:00:00 AM,18-49,1536.0,1817759,1689.0,1642893,70.0,150289,,0,,0,1759.0,1793182,1454.0,25799,,97
10/02/2021 11:00:00 AM,50-64,424.0,968813,462.0,910812,28.0,94603,,0,,0,490.0,1005415,1293.0,29227,1.0,83
10/02/2021 11:00:00 AM,65 and Older,346.0,841784,159.0,799689,6.0,51865,,0,,0,165.0,851554,3433.0,87137,1.0,48
10/02/2021 11:00:00 AM,Unknown,22.0,134029,22.0,116061,88.0,15533,,0,,0,110.0,131594,,0,,0
10/03/2021 11:00:00 AM,12-17,322.0,335483,612.0,302993,1.0,139,,0,,0,613.0,303132,6.0,552,,0
10/03/2021 11:00:00 AM,18-49,1156.0,1818915,1456.0,1644349,68.0,150357,,0,,0,1524.0,1794706,808.0,26607,2.0,99
10/03/2021 11:00:00 AM,50-64,261.0,969074,311.0,911123,13.0,94616,,0,,0,324.0,1005739,778.0,30005,2.0,85
10/03/2021 11:00:00 AM,65 and Older,224.0,842008,97.0,799786,8.0,51873,,0,,0,105.0,851659,2149.0,89286,,48
10/03/2021 11:00:00 AM,Unknown,,134029,1.0,116062,1.0,15534,,0,,0,2.0,131596,,0,,0
10/04/2021 11:00:00 AM,12-17,445.0,335928,515.0,303508,,139,,0,,0,515.0,303647,7.0,559,,0
10/04/2021 11:00:00 AM,18-49,2162.0,1821077,2299.0,1646648,164.0,150521,,0,,0,2463.0,1797169,1774.0,28381,2.0,101
10/04/2021 11:00:00 AM,50-64,661.0,969735,606.0,911729,74.0,94690,,0,,0,680.0,1006419,1734.0,31739,3.0,88
10/04/2021 11:00:00 AM,65 and Older,612.0,842620,320.0,800106,26.0,51899,,0,,0,346.0,852005,7028.0,96314,2.0,50
10/05/2021 11:00:00 AM,12-17,416.0,336344,554.0,304062,,139,,0,,0,554.0,304201,6.0,565,,0
10/05/2021 11:00:00 AM,18-49,2139.0,1823216,2431.0,1649079,147.0,150668,,0,,0,2578.0,1799747,2054.0,30435,,101
10/05/2021 11:00:00 AM,50-64,637.0,970372,663.0,912392,64.0,94754,,0,,0,727.0,1007146,2004.0,33743,3.0,91
10/05/2021 11:00:00 AM,65 and Older,633.0,843253,346.0,800452,20.0,51919,,0,,0,366.0,852371,6856.0,103170,3.0,53
10/06/2021 11:00:00 AM,12-17,394.0,336738,603.0,304665,,139,,0,,0,603.0,304804,4.0,569,,0
10/06/2021 11:00:00 AM,18-49,2256.0,1825472,2308.0,1651387,159.0,150827,,0,,0,2467.0,1802214,1784.0,32219,3.0,104
10/06/2021 11:00:00 AM,50-64,671.0,971043,629.0,913021,76.0,94830,,0,,0,705.0,1007851,1841.0,35584,4.0,95
10/06/2021 11:00:00 AM,65 and Older,609.0,843862,307.0,800759,22.0,51941,,0,,0,329.0,852700,6192.0,109362,,53
10/06/2021 11:00:00 AM,Unknown,,134029,8.0,116070,9.0,15543,,0,,0,17.0,131613,,0,,0
10/07/2021 11:00:00 AM,12-17,412.0,337150,597.0,305262,1.0,140,,0,,0,598.0,305402,10.0,579,,0
10/07/2021 11:00:00 AM,18-49,2293.0,1827765,2318.0,1653705,152.0,150979,,0,,0,2470.0,1804684,2260.0,34479,1.0,105
10/07/2021 11:00:00 AM,50-64,724.0,971767,624.0,913645,82.0,94912,,0,,0,706.0,1008557,2211.0,37795,1.0,96
10/07/2021 11:00:00 AM,65 and Older,622.0,844484,361.0,801120,24.0,51965,,0,,0,385.0,853085,6307.0,115669,,53
10/07/2021 11:00:00 AM,Unknown,18.0,134047,26.0,116096,87.0,15630,,0,,0,113.0,131726,,0,,0
10/08/2021 11:00:00 AM,12-17,550.0,337700,847.0,306109,,140,,0,,0,847.0,306249,16.0,595,,0
10/08/2021 11:00:00 AM,18-49,2685.0,1830450,2695.0,1656400,170.0,151149,,0,,0,2865.0,1807549,3122.0,37601,2.0,107
10/08/2021 11:00:00 AM,50-64,773.0,972540,715.0,914360,91.0,95003,,0,,0,806.0,1009363,2971.0,40766,4.0,100
10/08/2021 11:00:00 AM,65 and Older,563.0,845047,335.0,801455,19.0,51984,,0,,0,354.0,853439,6380.0,122049,5.0,58
10/08/2021 11:00:00 AM,Unknown,7.0,134054,6.0,116102,20.0,15650,,0,,0,26.0,131752,,0,,0
10/09/2021 11:00:00 AM,12-17,414.0,338114,549.0,306658,,140,,0,,0,549.0,306798,13.0,608,,0
10/09/2021 11:00:00 AM,18-49,1466.0,1831916,1702.0,1658102,93.0,151242,,0,,0,1795.0,1809344,1116.0,38717,,107
10/09/2021 11:00:00 AM,50-64,424.0,972964,402.0,914762,31.0,95034,,0,,0,433.0,1009796,1160.0,41926,,100
10/09/2021 11:00:00 AM,65 and Older,287.0,845334,148.0,801603,6.0,51990,,0,,0,154.0,853593,2368.0,124417,1.0,59
10/09/2021 11:00:00 AM,Unknown,21.0,134075,32.0,116134,154.0,15804,,0,,0,186.0,131938,,0,,0
10/10/2021 11:00:00 AM,12-17,251.0,338365,387.0,307045,,140,,0,,0,387.0,307185,9.0,617,,0
