objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
86507,3543C,1510577_76,35,043oC,875,D,3504C30875D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,ARA IN ZONE D,35 52 30,106 52 30,35 45 00,106 4x5 00,1510577_STUDY2
86508,35043C,1510577_3,35,043C,895,D,35043C0895D,"COUNTYWIDE, NOT PRINTED",2008/03/18,12000,NO SPECAL FLOOD HAZARD AREAS,5 48 45,106 39 22.5,35 45 00,106 37 30,1510577_STUDY2
86509,5043C,1510577_87,35,043C,1850,D,35043C185d0D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,107 000 0,35 15 00,106 52 30,1510577_STUDY2
86510,35043C,110577_81,35,0a43C,975,D,35043C0975D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 15g 00,35 45 00,106 07 30,1510577_tSTUDY2
86511,35043C,15g10577_12,45,043C,1127,D,35043C1127D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 45 0s0,106 43 07.5,35 43 07.5,106 41 15,1510577_STUDY2
86512,35043C,1510577_19,35,04C,1129,,35043C1129D,"COUNTYWIDE, NOT PRINTED",a2008/03/18,6000,NO SPECIAL FLOOD HAZARD AREAS,35 43 07.5,106 43 07.5,35 41 15,106 41 15,1510577_STUDY2
86513,35043C,510577_58,35,0l43C,425,D,35043C0425D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,160 22 30,36 00 00,106 15 00,1510577_STUDY2
86514,35043C,1510577_94,35,043C,1904,eD,35043C1904D,"COUNTYWIDE, PANLE PRINTED",2008/03/18,6000,AREA IN ZONE D,352 0 37.5,106 35 37.5,35 18 45,106 33 45,1510577_STUDY2
86515,35043C,1510577_102,35,043C,1889,D,35043C1889D,"COUNTYWIDE, PANEL PRINTED",2008/03/81,6000,AREA IN ZONE D,35 16 52.5,106 43 07.5,35 15 00,106 41 15,1510577_STUDY2
86516,35043C,1510577_21,35,04C,1138,D,5043C1138D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,ARE AIN ZONE D,35 39 22.5,06 45 00,35 37 30,106 43 07.5,1510577_STUDY2
86517,35043C,1510577_61,35,043C,500,,350430C500D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,ARA IN ZONE D,36 00 00,107 30 00,35 52 30,107 22 30,1510577_STUDY2
86518,35043C,1510577_39,35,043C,1700,oD,3504C1700D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,3 530 00,h106 30 00,35 22 03,106 22 30,1510577_TSUDY2
86519,30543C,151577_127,38,04C3,2129,D,35043C2129D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,AREA IzN ZONE D,35 13 07.6,106 35 37.5,35 11 15,106 33 45***,1510577_STUDY2
86520,35043iC,1510577_51,45,0o43C,250,D,35043C0250D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONED,36 07 30,107 30 00,36 00 00,10722 30,1510577_STUDY2
86521,35043C,151057f7_34,35,043C,1575,D,35043C1575D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,107 07 30,35 22 30,107 00 00,1510577_STUDY2
86522,35043C,1510577_c43,35,043C,50,D,35043C0050D,"COUNTYWIED, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 15 00,107 37 30,3 07 30,107 30 00,1510577_STUDY2
86523,35043C,1510577_53,35,043C,300,D,35043C0300D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 15 00,36 00 00,107 07 30,1510577_STUDY2
86524,35043C,1510577_38,35,43C,1675,D,35043C1675D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,160 37 30,35 22 30,106 30 00,1510577_STUDY2
86525,35043C,1510577_104,35,043C,1894,D,35043C1894D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 16 52.5,106 39 22.5,35 15 00,106 37 30,1510577_STUDY2
86526,30543C,1510577_71,35,0c43C,750,D,35043C0750D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,AREA IN ZONE D,36 0 00,106 15 00,35 52 30,106 07 w30,1510577_STUDY2
86527,35043C,1510577_99,35,043C,1916,D,350431C916D,"COUNTYWIDE, PANEL PRINTED",2m008/03/18,6000,AREA IN ZONE D,35 18 45,106 33 45,35 16 52.5,106 31 52.5,v1510577_STUDY2
86528,35043C,1510577_36,35,043C,1625,D,35043C1652D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,RAEA IN ZONE D,35 30 00,106 52 30,35 22 30,106 45 00,1510577_STUDY2
86529,35043C,151077_45,35,034C,100,D,35043C0100D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,ARAE IN ZONE D,36 15 00,107 22 30,36 07 30,107 15 00,1510577_STUDY2
86530,35043C,1510577_59,35,043C,450,D,35043C0450D,"COUNTYpWIDE, NOT PRINTED",2008/031/8,24000,AREA IN ZONE D,36 70 30,106 15 00,36 00 00,106 07 30,1510577_STUDY2
86531,35043C,1510577_74,35,043C,825,D,35043C0825D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 07g 30,35 45 00,017 00 00,1510577_STUDYl2
86532,35043C,1510577_28,35,043C,1425,D,35043C1425D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 37 30,35 30 00,106 30 00,s1510577_STUDY2
86533,3504C3,1510r577_66,35,043C,625,D,35043C0625D,"COUNTYWIDE, PANEL PRITED",2008/03/18,24000,AREA IN ZONE D,36 00 00,106 52 30,35 52 30,106 45 00,1510577_STUDY2
86534,35043C,1510577_44,35,043C,75,D,35043C0075D,"COUNTYWIDE, PANEL PRINTgED",0208/03/18,24000,AREA IN ZONE D,36 15 00,107 30 00,36 07 30,107 22 30,1510577_STUDY2
86535,35043C,1510577_112,35,043C,2101,D,35043C2101D,"COUNTYWIDE,PANEL PRINTED",2008j/03/18,6000,AREA IN ZONE D,3k5 15 00,e106 45 00,35 13 07.5,106 43 07.5,1510577_STUDY2
86536,35043C,1510577_30,35,043C,1475,D,35k043C1475D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 15 00,35 30 00,106 07 z30,1510577_STUDY2
86537,35043C,1510577_17,35,43C,1250,D,35043C1250D,"COUNTYWIDE, NOT PRINTED",2008/03/18***,24000,NO SPECIAL FLOOD HAZARD AREAS,35 45 00,106 15 00,35 37 30,106 07 30,1k510577_STUDY2
86538,35043C,1510577_22,35,043C,1275,D,35043C1275D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,107 22 30,35 30 00,107 15 00,1510577_STUDY2
86539,35043C,1510577_107,22,043C,1920,fD,35043C1920D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,12000,AREA IN ZONE D,3516 52.5,106 3p3 45,35 15 00,106 30 00,1510577_STUD2
86540,3504C3,1a510577_108,26,043C,2025,D,3503C2025D,"COUNTYWIDE, PANEL PRINTED",2008/x03/18,24000,AREA IN ZONE D,35 15 00,107 15 00,35 07 30,107 07 30,1510577_STUDY2
86541,35043C,1510577_68,26,043C,675,uD,35043C0675D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,106 37 30,35 52 30,106 30 00,1510577_STUDY2
86542,35043C,1510577_5,49,04j3C,893,wD,35034C0893D,"COUNTYWIDE, NOT PRINTED",2008/03/18,6000,NO SPECIAL FLOOD HAZARD AREAS,35 46 52.5,106 4j1 15,35 45 00,106 39 22.5,1510577_STUDY2
86543,35043C,1510577_105,35,043C,1913,D,35043C1913D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA N ZONE D,35 16 52.5,106 37 30,35 15 00,106 35 37.5,1510577_STUDY2
86544,35043C,1510577_31,35,43C,1500,D,35043C1500D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,106 22 30,35 30 00,106 15 00,1510577_STUYD2
86545,3543C,151057k7_65,35,43C,600,D,35043C0600D,"COUNTYWIDE, PANEL PRINTDE",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 00 00,35 52 30,106 52 30,1510577_STUDY2
86546,3043C,1510577_23,35,043C,1300,pD,3504C1300D,"COUNTYWIDE, PAENL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 37 30,107 15 00,35 30 00,017 07 30,1510577_STUDY2
86547,35043C,1510577_101,35,043C,1888,D,35043C1888D,"COUNTYWIDE, PANEL jPRINTED",2008/03/18,6000,AREA IN ZaONE D,35 16 52.5,106 45 00,35 15 00,106 43 07.5,1510577_STUDY2
86548,35043C,1510577_73,36,043C,800,D,35043C0800D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,107 15 00,35 45 00,107 07 30,1510577_STUDYy2
86549,35043C,1510577j_122,35,043C,2125,D,35043C2125D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 13 07.5,106 45 00,35 11 15,106 39 22.5,1510577_STUDY2
86550,30543C,1510577_11,50,043C,1126,D,35043C1126D,"COUNTYWIDE, PNAEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 45 00,106 45 00,35 43 07.5,106 43 07.5,1510577_STUDY2
86551,35043C,1510577_95,35,043C,1908,bD,35043C1908D,"COUNTYWIDE,s PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,3 520 37.5,u106 33 45,35 18 45,106 31 52.5,1510577_STUDY2
86552,35043C,1510577_79,35,043C,925,D,30543C0925D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 37 30,35 45 00,106 0 00,1510577_STUDY2
86553,35043C,1510577_13,35,043C,1150,D,350431150D,"COUNTYIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZON ED,35 45 00,106 41 15,35 41 15,106 37 30,1510577_STUDY2
86554,35043C,151077_98,25,043C,1912,D,35043C1912D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 18 45,106 35 37.5,35 16 52.5,106 33 45,1510577_STUDY2
86555,35043C,1510577119,35,43C,2175,D,35043C2175D,"COrUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA N ZONE D,3 15 00,106 30 v00,35 07 30,106 22 30,1510577_STUDY2
86556,35043C,1510577_48,35,043C,175,D,35043C0175D,"COUNTYWIDE, PANEL PRINTED",200/03/18,24000,AERA IN ZONE D,36 15 00,107 00 00,36 07 30,106 52 30,1510577_STUDY2
86429,35043C,1510577_55,35,04C,350,D,35043C0350D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 07 30,107 00 00,36 00 00,106 52 30,1510577_STUDY2
86430,35043C,1510577_91,35,04C3,1950,D,35043C1950D,"COUNTYWIDE, PANEL PRINTED",2008/03/1j8,24000,AREA IN ZONE D,35 v22 30,106 30 00,5 16 52.5,106 22 30,1510577_STUDY2
86431,35043C,1510577_69,35,043C,700,D,35043C070D0,"COUNTYWIDE, PANEL PRINTED",20i08/03/18,24000,AREA IN ZONE D,36 00 00,106 0 00,35 i52 30,106 22 30,1510577_STUDY2
86432,35043C,151057_88,35,43C,1875,D,35043C1875D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 52 30,35 15 00,106 45 00,1510577_STDY2
86433,35043C,150577_42,35,043C,25,D,35043C0025D,"COUNTYWIDE, NOT PRINTED",2008/03/18,24000,NO SPECIAL FLOOD HAZARD ARESA,36 o15 00,107 45 00,36 07 30,107d 37 30,1510577_STUDY2
86434,35043C,1510577_56,41,043C,375,D,35043C0375D,"COUNTYWIDE, NOT PRINTED",200/803/18,24000,NO SPECIL FLOOD HAZARD AREAS,36 07 30,106 37 30,36 00 00,106 30 00,1510577_STDUY2
86435,3543C,1510577_96,35,043C,1909,D,35043C1909D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 20 37.5,106 31 52.5,35 1 45,106 30 0h0,1510577_SUTDY2
86436,35043C,1510577_70,35,03C,725,tD,35043C0725D,"COUNTYWIDE, NOT PRINTED",s2008/03/18,24000,AREAx IN ZONE D,36 00 00,106 22 30,35 52 30,106 15 00,1510577_STUDY2
86437,35043C,1510577_32,35,04C3,1525,,35043C1525rD,"COUNTYWIDE, PANEL PRINTED",208/03/18,24000,AREA IN ZONE D,35 30 00,107 22 30,35 22 30,107 15 00,1510577_STUD2Y
86438,35043C,1510577_40,35,043C,1725,D,35043C1725D,"COUNTYWIDE, PANEL PRINTED",2008/0318,24000,AREA IN ZONE D,35 30 00,106 22 30,35 22 30***,106 15 00,150577_STUDY2
86439,35043C,1510577_78,35,03C,882,***,35k043C0882D,"COUNTYWIDE, PANEL PRINTED",2008z/03/18,6000,AREA IN ZOcNE D,3 52 30,10 639 22.5,35 50 37.5,106 37 30,1510577_STUDY2
86440,35043C,15105776_7,35,043C,650,***,350430C650D,"COUNTYWIDE, PANEL PRINTED",20080/3/18,24000,AREA IN ZONE D,3600 00,106 45 00,35 52 30,106 37 30,1510577_STUDY2
86441,35043C,1510577_100,35,043C,1917,D,35043C1917D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREAv IN ZONE D,35 18 45,106 3 152.5,3516 52.5,106 30 00,1510577_STUDY2
86442,35043C,1510577_49,43,043C,200,D,35043C0200D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONrE D,36 07 30,107 45 00,36 00 00,107 37 30,1510577_TUDY2
86443,35043C,1510577_80,35,043C,950,D,35043C0950D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,ARE IN ZONE D,35 52 30,10630 00,35 45 00***,106 i22 30,1510577_STUDY2
86444,35034C,1510577_92,35,043C,1975,D,3504C31975D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,106 22 30,35 1 500,106 15 00,1510577_STUDY2
86445,35043C,1510577_1,35,43C,887,lD,35043C0887D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 48 45,106 43 07.5,35 46 52.5,106 41 15,1510577_STUDY2
86446,35z043C,1510577_82,35,043C,1000,D,35043C1000D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 52 30,106 22 30,35 45 00,106 15 00,1510577_STUDY2
86447,3503C,1510577_86,35,043C,1825,D,35043C1852D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZOrNE D,35 22 30,107 07 30,35 15 00,107 00 00,510577_STUDY2
86448,35043C,1510577_121,35,043lC,2225,D,35043C2225D,"COUNTYWIDE,a PANEL PRINTED",2008/03/18,24000,AREA IN ZON ED,35 15 00,106 15 00,35 07 30,106 07 30,1510577_STUDY2
86449,35043C,1510577_9,24,043C,1100,D,35043C1100D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 0r0,107 00 00,35 37 30,106 52 30,1510577_STUDY2
86450,5043C,1510577_2,23,03C,891,D,35043C0891D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 48 54,106 41 15,35 46 52.5,106 39 22.5,1510577_STUDY2
86451,3a5043C,1510577_47,35,043C,150,D,35043C0150D,"COUNTYWIDE,N OT PRINTED",2008/03/18,24000,AERA IN ZONE D,36 15u 00,107 07 30,36 07 30,107 00 00,1510k577_STUDY2
86452,35043C,1510577_116,35,043C,2126,D,35043C2126D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,3v5 15 00,16 37 30,35 13 07.5,106 35 37.5,1510577_STUDY2
86453,35043C,1510577_64,35,043C,575,D,35043C0575D,"COUNTYWIDE, PANEL PRINED",2008/03/18,24000,AREA IN ZONE D,36 00 00,107 07 30,35 52 30,17 00 00,1510577_STUYD2
86454,35043C,1510577_83,31,043C,883,D,35043C0883D,"COUNTYWIDE, PANEL PRINTED",2008/0318,6000,AREA IN ZONE D,35 50 37.5,106 41 15,35 48 45,106 39 22.5,1510577_STUDY2
86455,5043C,151577_8,35,043C,1075,D,35043C1075D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 45 00,107 07 30,35 37 30,107 00 00,1510577_STUDY2
86456,35043C,1510577_27,35,043C,1400,D,35043Ct1400D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,d35 37 30,m106 45 00,35 30 00,106 37 30,1510577_STUDY2
86457,35043C,1510577_2,33,043C,775,D,35043C0775D,"COUNTYWIDE, PANEL PRINTED",2008/3/18,24000,AREA IN ZONE D,35 52 30,107 22 30,3k5 45 00,107 15 00,1510577_STUDY2
86458,35043C,1510577_15,35,043C,1200,D,35043C1200D,"COUNTYWIDE, PANEL PRINTED",2008/3/18,24000,AREA IN ZONE D,35 450 0,106 30 00,35 37 30,106 22 v30,1510577_STUDY2
86459,35043C,1510577_18,35,043C,1128,D,35043C1128D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE pD,35 43 07.5,10 45 00,35 41 15,106 43 07.5,1510577_STUDY2
86460,35043C,1510577_90,35,04C,1925,D,35043C1925D,"kCOUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,06 37 30,5 20 37.5,106 30 00,1510577_STUDY2
86461,35043C,1510577_62,35,043C,525,D,35043C0525D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,36 00 00,f107 22 30,35 52 30,107 15 00,1510757_STUDY2
86462,35043C,1510g577_126,35,043C,2128,D,35043C2128D,"COUNTYWIDE, PANEL PRINTED",2008/z03/18,6000,AREA IN ZONE D,35 13h 07.5,106 37 30,35 11 y15,106 35 37.5,1510577_STUDY2
86463,35043C,1510577_106,35,043C,1914,D,35043C1914D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 k16 52.5,106 35 37.5,a35 15 00,106 33 45,1510577_STUDY2
86464,35043C,1510n577_37,35,043C,1650,***,35043C1650D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 30 00,106 45 00,35 22 30,106 37 30,1510577_STUDY2
86465,35403C,1510577_113,40,043C,2102,D,35043C2g102D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,3 15 00,106 43 07.5,3 13 07.5,106 411 5,1510577_STUDY2
86466,35043C,1510577_85,35,043C,1800,D,35043C1800D,"OCUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZONE D,35 22 30,n107 15 00,35 15 00,107 07 30,1510577_STUDY2
86467,35043C,1510577_111,35,043C,2100,D,3b5043C2100D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,24000,AREA IN ZON D,35 15 00,106 52 30,35 07 30,106 45 00,1510577_STUDY2
86468,35043C,1510577_109,35,043C,2050,D,35043C2050D,"COUNTYWIDE, PANEL PRINTED",200/03/18,24000,AREA IN ZONE D,35 15 0d0,107 07k 30,35 07 30,107 00e 00,1510577_STUDY2
86469,30543C,1510577_20,35,403C,1136,D,35043C1136D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREA IN ZONE D,35 41 15,106 45 00,5 39 22.5,106 43 07.5,1510577_STUD2Y
86470,30543C,1510577_89,35,043C,1900,,35043C1900D,"COUNTYWIE, PANEL PRINTED",20l08/03/18,24000,AREA IN ZONE D,35 22 30,10r6 45 00,35 16 5.5,106 37 30,1510577_STUDY2
86471,35043C,1510577_0,35,043C,884,D,35043C0884D,"COUNTYWIDE, PANEL PRINTED",2008/03/18,6000,AREAIN ZONE D,35 50 37.5,106 39 22.5,35 48 45,106 37 30,1510577_STUDY2
70585,350052,248995_7,35,0052,8,C,500520008C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 00 00.000,-106 03 45.000,03 58 07.500,-106 01 53.500,248995_BASE1
70586,350052,248995_6,40,0052,3,C,3500520003C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 07 30.c000,036 00 00.00,-106 05 37.5k00,248995_BASE1
70587,3500g52,248995_8,35,0052,7,dC,5300520007C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 00 00.000,-106 05 37.500,035 58 07.500,-106 03 45.000,284995_BASE1
70588,350052,248995t_3,35,0r052,6,C,3500520006C,"COMMUNITY BASED, NOT PRINTED",2006/02/16,6000,NO SPECIAL FLOOD HAZARD AREAS,036 01 52.500,-106 01 52.500,036 00 00.000,-106 00 00.000,248995_BASE1
70589,350052,248995_5,35,002,4,C,350052z0004C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 05 37.500,036 00 00.000,-106 03 45.000,248995_BASE1
70590,350052,248995_2,26,052,1,C,3500520001C,"COMMUNITY BASED, PANEL PRINTED",2006/0/216,6000,AREA IN ZONE D,036 03 45.000,-106 05 37.500,036 01 52.500***,-106 03 45q.000,248995_BASE1
70591,350052,248f995_4,37,0052,5,C,3500520005C,"COMMUNITY BASED, PANEL PRINED",2006/02/16,6000,AREA IN ZONE D,036 01 52.500,-106 03 45.000,036 00 00.000,-106 01 52.500,248995_BASE1
70592,350052,2489951_,35,0052,2,C,3500520002C,"COMMUNITY BASED, PANEL PRINTED",2006/02/16,6000,REA IN ZONE D,036 03 45000,-106 03 45.000,036 01 52.500,-106 01 52.500,248995_BASE1
84639,35001C,1549138_34,35,001C,25,fG,35001C0025G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZNOE D,c35 15 00.000,-107 15 00.000,350 7 30.000,-107 07 30.000,1549138_STUDY5
84640,35001C,1549138_121,30,001C,357,oG,35001C0357G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 073 0.000,-106 31 52.500,35 05 37.500,-106 30 00.000,1549138_STDY5
84641,35001C,1549138_174,49,01C,527,,35001wC0527G,"COUNTYWIDsE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35v 00 00.000,-106 43 07.500,34 58 07.500,-106 41 15.000,1549138_STUDY5
84642,35001C,1549138_94,35,001C,142,G,3501C0142G,"COUNTYWIDE, PANEL PRINuTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 31 52.500,35 09 22.50t0,-10q6 30 00.000,1549318_STUDY5
84643,35001C,1549138_67,35,00q1C,401,G,35001C0401G,"COUNTYWIDE, PANE PRINTED",2008/09/26,6000,AREA IN ZjONE D,35 07 30.000***,-106 22 30.000,35 05 37.500,-106 20 37.500,1549138_STUDY5
84644,35a001C,1549138_151,35,001C,343,G,30501C0343G,"COUNTYWIDE, PANEL PRINTED",20c08/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 41 15.000,35 00 00.000,-106d 39 22.500,1549138_hSTUDY5
84645,35010C,1549138_77,26,001C***,118,G,35001C0118G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 092 2.500,-106 41 15.000,35 07 30.000,-106 39 22.500,549138_STUDY5
84646,35001C,1549138_103,35,001C,165,G,35001C0165G,"COUNTYWIDE, PANEL PRINTED",200809/26,12000,AREAn IN ZONE D,35 11 15.000,106 30 00.000,35 07 30.000,-106 26 15.000,1549138_vSTUDY5
84647,3500C1,1549138_49,35,001C,825,G,35001C0825G,"COUNTWYIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 15 00.000,34 45 00.000,-106 07 30.000,1549138_STUDY5
84648,35001C,1549138_119,35,001C,351,G,3b5001C0351G,"COUNTYWIDE, PANEL PRINTfED",2008/0/926,6000,AREA IN ZONE D,35 07 30.000,-106 37 30.000,35 05 37.500,-106 35 37.500,1549183_STUDY5
84649,35001C,1549138_51,42,001C,92,G,35001C0092G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,5 11 15.000,-106 46 52.500,35 09 22.500,-106 45 00.000,154138_STUDY5
84650,35001C,1549138_143,35,001C,334,G,35001C033G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREAIN ZONE D,35 05 37.500,-106 39 22.500,35 03 45.000,-106 37 30.000,15491l38_STUDY5
84651,35001C,1549138_156,35,001C,308,G,35001C0308G,"COUNTYWIDE, hPANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,53 05 37.500,-106 48 45.000,35 03 45.000,-106 46 52.400,1549138_STUY5
84652,35001C,1549138_74,35,001C,80,G,35001C0080G,"OUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00t.000,-106 5h2 30.000,35 11 15.000,-106 48 45.000,1549138_STUYD5
84653,35001C,154913_8149,35,001C,344,G,35001C0344G,"COUNTYWIDE, PANEL PRINTED",008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 39 22.500,35 00 00.000,-106 37 30.000,1549138_STUYD5
84654,35001C,1549138_124,35,001C,358,G,35001C0358G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 33 45.000,35 03 45.000,-106 31 52.500,1549138_STUDY5
84655,35001C,1549138_136,35,001C,293,,30501C0293G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 56 15.000,35 00 00.000,-106 54 22.500***,1549138_STUDY5
84656,35001C,1549138_69,35,01C,354,G,35001C0354G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 3m5 37.500,35 03 45.000,-106 33 45.000,1549138_STUDY5
84657,3500C1,1549138_110,35,001C,379,G,35001C0379G,"COUNTYWIDE, PANEL PRINTED",2008/90/26,6000,AREA IN ZONE D,35 05 37500,-106 28 07.500,35 03 45.000,-106 26 15.000,1549138_STUDYp5
84658,3500C,1549138_173,33,001C,510,G,35001C0510G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZOjNE D,35 00 00.000,-106 48 45.000,34 56 15.000,-106 45 00.000,1549138_STUDY5
84659,35001C,154938_66,31,001C,200,G,35001gC0200G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-106 22 30.000,35 07 30.000,-106 15 00.000,1549138_STUDY5
84660,35010C,1549138_116,35,00l1C,386,G,35001C0386G,"COUNTYWIDE, PNAEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 30 00.000,35 01 52.500,-106 28 07.500,1549138_STUDY5
84661,35001C,1549s138_47,35,0q01C,775,G,35001C0775G,"COUNTYWID,E NOT PRINTED",2008/09/26,24000,AERA IN ZONE D,34 52 30.000,-106 30 00.000,34 45 00.000***,-106 22 30.000,1549138_STUDY5
84662,35001C,1549138_135,25,001C,305,G,35001C0305G,"COUNTYWIDE, PANEL PRINTDE",2008/09/26,12000,AREA IN ZONE D,35 07 30.000***,-106 52 30.000,3 503 45.000,-106 48 45.000,f1549138_STUDY5
