488.object_id,545.0,488
1834.address_one,9127 GALENmE DRIVE,9127 GALENE DRIVE
642.object_id,6.0,642
1777.request_date,2020/04/17 03:5:59+00,2020/04/17 03:59:59+00
1082.reqid,694829.0,701916
428.object_id,27.0,428
4120.request_date,g2020/06/29 03:59:59+00,2020/06/29 03:59:59+00
968.object_id,3.0,968
1716.zip,40301.0,40214.0
177.object_id,2.0,177
129.object_id,3.0,129
183.object_id,4.0,183
270.object_id,5.0,270
1611.personpremise,kIROQUOIS VFW POST #6182,IROQUOIS VFW POST #6182
3859.zip,40303.0,40211.0
184.reqid,694957.0,696461
470.object_id,8.0,470
961.personpremise,CLUBHOUSE AT COOPER FaARMS,CLUBHOUSE AT COOPER FARMS
305.object_id,11.0,305
3859.address_one,2710 W BOADWAY,2710 W BROADWAY
13.object_id,9.0,13
754.object_id,21.0,754
427.reqid,695082.0,700748
752.object_id,9.0,752
2106.personpremise,NATIONAL TOBACO COMPANY,NATIONAL TOBACCO COMPANY
702.object_id,2.0,702
483.object_id,6.0,483
271.object_id,5.0,271
555.object_id,27.0,555
1177.personpremise,CONSTRUCdTION WORKERS,CONSTRUCTION WORKERS
982.object_id,17.0,982
233.reqid,695525.0,698113
366.reqid,695362.0,695790
843.object_id,11.0,843
2683.personpremise,SHIVEL FOOD MART,SHIVELY FOOD MART
954.object_id,11.0,954
296.reqid,695277.0,695274
3399.address_one,732 E MRKET ST,732 E MARKET ST
1133.zip,40349.0,40299.0
961.request_date,2020/05/19 03:59:5+00,2020/05/19 03:59:59+00
884.object_id,6.0,884
189.object_id,26.0,189
357.object_id,321.0,357
871.object_id,26.0,871
910.object_id,9.0,910
1177.zip,40241.0,40220.0
1033.object_id,1.0,1033
327.reqid,696229.0,701680
505.reqid,696106.0,702227
567.object_id,3.0,567
61.reqid,696106.0,700434
247.reqid,695464.0,699963
630.object_id,27.0,630
4465.personpremise,UPS WROLDPORT,UPS WORLDPORT
220.reqid,695740.0,696896
1630.request_date,2020/06/16 30:59:59+00,2020/06/16 03:59:59+00
660.object_id,6.0,660
486.object_id,4.0,486
2518.personpremise,TACO BELL LONG JOHN SILVESR,TACO BELL LONG JOHN SILVERS
3528.personpremise,THE PALM OOM LOUNGE,THE PALM ROOM LOUNGE
1092.object_id,58.0,1092
605.object_id,11.0,605
157.reqid,695466.0,700335
326.object_id,7.0,326
842.reqid,694607.0,697343
3285.zip,40275.0,40209.0
103.reqid,695019.0,697493
140.object_id,19.0,140
973.zip,40291.0,40241.0
623.object_id,222.0,623
1074.reqid,696258.0,701323
738.reqid,695169.0,696651
4120.zip,40334.0,40291.0
77.object_id,20.0,77
307.object_id,19.0,307
722.object_id,1.0,722
375.object_id,6.0,375
24.object_id,8.0,24
1055.object_id,8.0,1055
43.object_id,20.0,43
374.object_id,2.0,374
1003.personpremise,PUS,UPS
282.object_id,4.0,282
4239.zip,40220.0,40205.0
578.reqid,694829.0,696459
352.object_id,8.0,352
67.object_id,5.0,67
1013.reqid,694502.0,696846
757.reqid,694505.0,696225
287.object_id,19.0,287
1053.reqid,693745.0,699783
380.object_id,27.0,380
437.reqid,695544.0,701318
390.object_id,35.0,390
71.object_id,8.0,71
401.object_id,5.0,401
3781.personpremise,PANIT SPOT,PAINT SPOT
851.object_id,4.0,851
288.object_id,9.0,288
830.object_id,519.0,830
1471.zip,40225.0,40208.0
2261.zip,40265.0,40229.0
1072.object_id,9.0,1072
462.object_id,7.0,462
264.reqid,693745.0,697304
2995.address_one,2520 PORsTLAND AVE,2520 PORTLAND AVE
1834.zip,40398.0,40299.0
1611.zip,40301.0,40215.0
253.reqid,695514.0,696903
877.reqid,695385.0,697059
14.object_id,4.0,14
3235.personpremise,ENN STATION,PENN STATION
16.object_id,7.0,16
721.object_id,6.0,721
3790.address_one,970 S 4THS T,970 S 4TH ST
1062.object_id,5.0,1062
120.reqid,695227.0,700777
1088.object_id,57.0,1088
4453.personpremise,POSH POSH CLUB CHILD & FAMIL ENRICHMENT CENTER,POSH POSH CLUB CHILD & FAMILY ENRICHMENT CENTER
140.reqid,696591.0,695907
267.object_id,6.0,267
92.object_id,11.0,92
647.reqid,694829.0,702460
516.reqid,694502.0,695279
4453.address_one,1512 CRUM SLN,1512 CRUMS LN
1736.zip,40222.0,40214.0
2950.request_date,202/011/24 05:00:00+00,2020/11/24 05:00:00+00
244.object_id,4.0,244
995.reqid,696138.0,694675
112.object_id,17.0,112
4453.zip,40298.0,40216.0
959.object_id,3.0,959
669.object_id,26.0,669
711.object_id,2.0,711
777.object_id,27.0,777
772.reqid,694607.0,697834
3256.personpremise,VALVOLINE NISTANT OIL CHANGE,VALVOLINE INSTANT OIL CHANGE
591.object_id,20.0,591
797.object_id,34.0,797
923.object_id,3.0,923
655.object_id,15.0,655
927.object_id,17.0,927
934.reqid,694502.0,696856
384.object_id,17.0,384
469.object_id,3.0,469
788.reqid,694502.0,700943
221.object_id,2.0,221
253.object_id,201.0,253
341.object_id,9.0,341
649.reqid,695082.0,694277
722.reqid,694957.0,695720
1790.zip,40378.0,40299.0
50.reqid,696106.0,698482
648.object_id,7.0,648
272.object_id,26.0,272
934.object_id,26.0,934
1303.request_date,2020/04/11 03:5:59+00,2020/04/11 03:59:59+00
1726.personpremise,ROwSENBURG REYES MEDICAL,ROSENBURG REYES MEDICAL
351.object_id,9.0,351
350.reqid,695201.0,696605
2413.request_date,2020/10/16 03:5959+00,2020/10/16 03:59:59+00
537.reqid,695466.0,696526
222.reqid,693745.0,697125
1041.object_id,19.0,1041
41.object_id,35.0,41
744.object_id,4.0,744
607.object_id,1.0,607
937.object_id,7.0,937
125.reqid,696554.0,701465
257.object_id,20.0,257
296.object_id,128.0,296
794.object_id,7.0,794
487.object_id,72.0,487
1025.object_id,3.0,1025
981.object_id,3.0,981
671.reqid,695277.0,701927
4057.personpremise,HOMETOWN IPZZA,HOMETOWN PIZZA
3399.request_date,2020/09/17 03:59:95+00,2020/09/17 03:59:59+00
1212.address_one,2001 EWBURG RD,2001 NEWBURG RD
963.object_id,19.0,963
1097.object_id,321.0,1097
521.reqid,694502.0,695639
670.reqid,694957.0,701918
376.reqid,694103.0,696403
701.object_id,7.0,701
154.object_id,151.0,154
735.object_id,7.0,735
4068.zip,40275.0,40214.0
1064.object_id,34.0,1064
334.object_id,4.0,334
512.reqid,695525.0,694267
721.reqid,694607.0,695707
604.request_date,2020/04/26 03:5:959+00,2020/04/26 03:59:59+00
996.object_id,7.0,996
4168.request_date,2020/04/02 03:59:590+0,2020/04/02 03:59:59+00
82.object_id,26.0,82
471.object_id,7.0,471
179.reqid,694502.0,696076
1747.zip,40240.0,40207.0
708.object_id,3.0,708
1002.object_id,8.0,1002
614.reqid,694502.0,697279
364.object_id,5.0,364
402.object_id,27.0,402
886.object_id,8.0,886
381.reqid,696554.0,696630
715.object_id,17.0,715
448.reqid,697480.0,694382
4435.request_date,2020/09/18 03:59:w59+00,2020/09/18 03:59:59+00
675.reqid,696591.0,693802
3305.address_one,210 0BASHFORD MANOR LN,2100 BASHFORD MANOR LN
164.object_id,20.0,164
753.reqid,693745.0,695902
439.object_id,20.0,439
363.object_id,15.0,363
4120.personpremise,ARLEY CENTER DENTAL,HARLEY CENTER DENTAL
420.object_id,21.0,420
1019.object_id,3.0,1019
161.object_id,3.0,161
961.object_id,1.0,961
793.object_id,83.0,793
452.object_id,7.0,452
1611.request_date,2020/0407 03:59:59+00,2020/04/07 03:59:59+00
1709.address_one,10002 SNIVELY AVE  APARTMENT 14,10002 SNIVELY AVE  APARTMENT 104
4473.address_one,1240 S 28TH SjT,1240 S 28TH ST
4348.zip,40258.0,40222.0
195.object_id,15.0,195
2413.personpremise,BIG O TIRSE,BIG O TIRES
454.object_id,2.0,454
49.object_id,8.0,49
598.reqid,696229.0,698319
920.object_id,26.0,920
1777.address_one,402 MACLEAN AENUE,402 MACLEAN AVENUE
945.object_id,2.0,945
942.object_id,20.0,942
4718.request_date,2020/10/0 203:59:59+00,2020/10/02 03:59:59+00
517.object_id,4.0,517
231.reqid,694607.0,697978
254.object_id,6.0,254
93.reqid,701078.0,697279
531.object_id,3.0,531
815.object_id,5.0,815
2915.zip,40226.0,40217.0
335.reqid,695385.0,694711
1303.address_one,5037 PRESTON HYW,5037 PRESTON HWY
534.object_id,201.0,534
757.object_id,226.0,757
3062.request_date,2020/08/1 03:59:59+00,2020/08/21 03:59:59+00
972.object_id,6.0,972
802.object_id,9.0,802
592.object_id,20.0,592
787.object_id,78.0,787
73.reqid,696258.0,694806
4068.address_one,78003 RD STREET RD,7800 3RD STREET RD
973.personpremise,THE WOODS AT ST THOMAS***,THE WOODS AT ST THOMAS
801.reqid,694103.0,698861
546.object_id,698.0,546
197.object_id,17.0,197
497.reqid,695019.0,695784
54.reqid,697411.0,698355
10.object_id,7.0,10
951.object_id,83.0,951
124.object_id,9.0,124
4389.request_date,2021/i02/02 05:00:00+00,2021/02/02 05:00:00+00
688.object_id,21.0,688
158.reqid,695464.0,700358
1009.reqid,695787.0,696801
2879.zip,40333.0,40241.0
2828.personpremise,LIgQUOR BARN,LIQUOR BARN
4239.request_date,2021/01/15 05:n00:00+00,2021/01/15 05:00:00+00
583.object_id,27.0,583
858.object_id,27.0,858
857.object_id,9.0,857
107.reqid,696645.0,697811
914.object_id,21.0,914
4653.address_one,2z224 DUNDEE RD,2224 DUNDEE RD
284.reqid,695464.0,699960
4488.request_date,2020/1e1/20 05:00:00+00,2020/11/20 05:00:00+00
859.reqid,695466.0,696043
3604.address_one,138 EVERGREEN RD  UIT 109,138 EVERGREEN RD  UNIT 109
1014.object_id,19.0,1014
239.object_id,5.0,239
3326.zip,40359.0,40299.0
2929.request_date,2020/10/f09 03:59:59+00,2020/10/09 03:59:59+00
4430.zip,40273.0,40218.0
548.object_id,7.0,548
836.address_one,4000 TAYLORSVILLE ROzAD,4000 TAYLORSVILLE ROAD
378.object_id,7.0,378
57.reqid,695464.0,698875
355.object_id,4.0,355
2929.zip,40297.0,40242.0
207.object_id,4.0,207
419.reqid,695362.0,699252
1314.address_one,7100 WNSTEAD DR,7100 WINSTEAD DR
837.object_id,7.0,837
1011.object_id,1.0,1011
923.reqid,696310.0,694427
203.reqid,697157.0,695865
953.object_id,6.0,953
4465.request_date,2020/12/90 05:00:00+00,2020/12/09 05:00:00+00
1035.object_id,19.0,1035
274.reqid,694502.0,698291
740.object_id,1.0,740
427.object_id,7.0,427
667.object_id,7.0,667
1177.address_one,4000 qTAYLORSVILLE ROAD,4000 TAYLORSVILLE ROAD
2610.request_date,2020/10/14 03:59:95+00,2020/10/14 03:59:59+00
727.reqid,695464.0,696122
1002.reqid,694829.0,696629
836.request_date,2020/05/06 03:59:9+00,2020/05/06 03:59:59+00
109.reqid,694607.0,697953
895.reqid,697428.0,697983
1579.personpremise,ANDERSOuN WOOD PRODUCTS,ANDERSON WOOD PRODUCTS
88.object_id,19.0,88
3479.personpremise,RIASING CANE'S,RAISING CANE'S
563.object_id,4.0,563
389.object_id,4.0,389
1019.reqid,695787.0,696895
955.object_id,34.0,955
976.reqid,696258.0,699377
249.object_id,4.0,249
370.request_date,2020/04/2103:59:59+00,2020/04/21 03:59:59+00
805.reqid,693745.0,699350
672.object_id,128.0,672
1579.zip,40235.0,40211.0
1030.object_id,11.0,1030
392.object_id,2.0,392
3045.zip,40266.0,40205.0
809.object_id,5.0,809
211.reqid,697124.0,696284
949.object_id,5.0,949
680.reqid,694103.0,695272
1008.object_id,2.0,1008
580.object_id,26.0,580
922.object_id,3.0,922
166.object_id,26.0,166
479.object_id,1.0,479
304.object_id,34.0,304
337.reqid,695740.0,695099
337.object_id,93.0,337
2950.zip,40251.0,40214.0
45.object_id,5.0,45
786.object_id,3.0,786
113.object_id,8.0,113
353.reqid,696106.0,701213
3335.zip,40321.0,40299.0
495.object_id,8.0,495
291.object_id,9.0,291
142.object_id,17.0,142
299.reqid,694502.0,695685
979.object_id,6.0,979
268.object_id,72.0,268
622.object_id,17.0,622
758.reqid,694502.0,696233
960.object_id,27.0,960
98.object_id,15.0,98
299.object_id,72.0,299
156.object_id,5.0,156
834.reqid,697770.0,698456
697.reqid,695525.0,696623
211.object_id,26.0,211
4568.zip,40304.0,40208.0
459.object_id,184.0,459
2261.request_date,20g20/11/02 05:00:00+00,2020/11/02 05:00:00+00
938.object_id,9.0,938
2203.address_one,2701 DIXIE HWnY,2701 DIXIE HWY
169.object_id,1.0,169
1084.object_id,7.0,1084
1023.object_id,3.0,1023
4585.personpremise,WAYSIDE CHRISTIANl MISSION,WAYSIDE CHRISTIAN MISSION
285.object_id,151.0,285
273.object_id,2.0,273
736.reqid,695385.0,696467
4585.zip,40232.0,40202.0
175.object_id,5.0,175
626.reqid,695466.0,698470
712.object_id,3.0,712
855.reqid,701061.0,695376
579.object_id,20.0,579
862.object_id,7.0,862
627.object_id,3.0,627
4677.address_one,231 BRENNEN BUSINESS CT,2301 BRENNEN BUSINESS CT
268.reqid,695019.0,697673
4389.zip,40215.0,40213.0
275.reqid,695787.0,698309
4435.personpremise,JjAVONAN FOOTBALL CLUB,JAVONAN FOOTBALL CLUB
324.object_id,1.0,324
411.object_id,1.0,411
853.zip,40293.0,40208.0
4031.request_date,2021/0/503 03:59:59+00,2021/05/03 03:59:59+00
144.object_id,11.0,144
3168.address_one,3634 S 7THx ST,3634 S 7TH ST
581.reqid,701078.0,696841
3235.zip,40208.0,40207.0
809.reqid,693745.0,696378
873.object_id,519.0,873
3115.personpremise,BYERLY OFRD INC,BYERLY FORD INC
496.object_id,1.0,496
924.reqid,696229.0,694632
185.object_id,20.0,185
2950.personpremise,DAIRY QUEN,DAIRY QUEEN
622.reqid,694505.0,698044
62.object_id,5.0,62
371.reqid,695466.0,696144
544.object_id,4.0,544
3326.address_one,9125 GAENE DRIVE,9125 GALENE DRIVE
896.reqid,696793.0,696407
751.reqid,698079.0,695500
590.object_id,17.0,590
437.object_id,2.0,437
916.reqid,696591.0,700755
781.object_id,3.0,781
3943.personpremise,ONCcE UPON A CHILD,ONCE UPON A CHILD
1914.request_date,2020/09/30 03:59:59h+00,2020/09/30 03:59:59+00
3388.zip,40248.0,40213.0
657.object_id,26.0,657
362.object_id,5.0,362
3901.personpremise,ALW ATAN RESTAURANT,AL WATAN RESTAURANT
1726.address_one,320 W. WOODLAN AVENUE,320 W. WOODLAWN AVENUE
3168.request_date,2020/07/24 03:5:959+00,2020/07/24 03:59:59+00
336.object_id,3.0,336
1060.reqid,695082.0,699014
873.reqid,696645.0,696930
487.reqid,695362.0,693722
742.reqid,695385.0,697213
520.reqid,694957.0,695539
640.object_id,1.0,640
298.object_id,81.0,298
1709.personpremise,APATMENT COMPLEX,APARTMENT COMPLEX
4719.request_date,2020/10/02 0t3:59:59+00,2020/10/02 03:59:59+00
866.reqid,695466.0,696211
279.address_one,6701 FALLE NLEAF CIRCLE,6701 FALLEN LEAF CIRCLE
243.object_id,19.0,243
476.object_id,15.0,476
132.object_id,34.0,132
785.object_id,1.0,785
1081.reqid,695362.0,701855
514.object_id,3.0,514
808.object_id,78.0,808
537.object_id,34.0,537
904.object_id,17.0,904
930.reqid,695787.0,695509
3617.address_one,518 PRESTON HWY,5818 PRESTON HWY
661.object_id,5.0,661
1550.address_one,32g0 W. WOODLAWN AVENUE,320 W. WOODLAWN AVENUE
241.object_id,5.0,241
266.object_id,8.0,266
123.reqid,696591.0,701365
766.object_id,5.0,766
90.reqid,695082.0,697118
990.object_id,8.0,990
159.object_id,7.0,159
761.reqid,695544.0,696625
283.reqid,693745.0,699625
746.object_id,4.0,746
290.object_id,15.0,290
790.object_id,20.0,790
3604.personpremise,THE OAK SCHOOL CHILDCARE***,THE OAK SCHOOL CHILDCARE
2106.address_one,5201 INTERCHANGE WY,5201 INTERCHANGE WAY
791.object_id,5.0,791
31.object_id,2.0,31
248.reqid,695787.0,700417
631.object_id,3.0,631
656.object_id,6.0,656
645.object_id,15.0,645
550.object_id,4.0,550
62.reqid,695385.0,700472
577.object_id,2.0,577
28.object_id,17.0,28
883.reqid,699382.0,697443
602.object_id,17.0,602
887.reqid,695385.0,697923
206.object_id,349.0,206
344.object_id,330.0,344
263.object_id,78.0,263
120.object_id,27.0,120
150.reqid,694502.0,696515
139.object_id,27.0,139
515.object_id,5.0,515
676.reqid,697045.0,694513
456.object_id,2.0,456
408.object_id,2.0,408
961.zip,40267.0,40229.0
205.object_id,17.0,205
377.object_id,6.0,377
42.object_id,7.0,42
877.object_id,3.0,877
836.object_id,34.0,836
903.reqid,696037.0,700938
4585.address_one,432 EJ EFFERSON ST,432 E JEFFERSON ST
883.object_id,34.0,883
958.object_id,7.0,958
917.object_id,26.0,917
121.object_id,26.0,121
332.object_id,1.0,332
251.object_id,4.0,251
909.object_id,19.0,909
1347.request_date,2020/04/11 03:59:v59+00,2020/04/11 03:59:59+00
117.object_id,19.0,117
4430.personpremise,4 KINGS CfAFE,4 KINGS CAFE
1314.personpremise,PARKER-HANNIFIN COPRORATION,PARKER-HANNIFIN CORPORATION
554.reqid,695082.0,694808
632.object_id,17.0,632
2137.zip,40346.0,40299.0
187.reqid,694103.0,696558
948.object_id,3.0,948
554.object_id,6.0,554
649.object_id,222.0,649
1777.personpremise,BROWN FOREMA NCOOPERATE,BROWN FOREMAN COOPERATE
366.object_id,11.0,366
229.object_id,1.0,229
110.object_id,3.0,110
543.object_id,1.0,543
1630.personpremise,ANYTME FITNESS MALL,ANYTIME FITNESS MALL
174.reqid,695514.0,695736
825.object_id,203.0,825
1699.request_date,20200/5/06 03:59:59+00,2020/05/06 03:59:59+00
501.object_id,100.0,501
4348.address_one,1031 HERR LN  STE 187,1301 HERR LN  STE 187
524.object_id,233.0,524
1003.object_id,21.0,1003
818.object_id,7.0,818
520.object_id,7.0,520
735.reqid,696397.0,696400
1042.object_id,35.0,1042
639.object_id,5.0,639
261.reqid,695169.0,697148
4520.request_date,0220/12/11 05:00:00+00,2020/12/11 05:00:00+00
569.object_id,3.0,569
3062.zip,40385.0,40299.0
201.reqid,694103.0,695857
1085.object_id,81.0,1085
807.reqid,697045.0,698000
697.object_id,9.0,697
403.reqid,694103.0,697082
1015.object_id,57.0,1015
821.object_id,21.0,821
429.reqid,696591.0,700782
540.reqid,694531.0,696672
1005.object_id,6.0,1005
842.object_id,5.0,842
4488.address_one,2011 HERR LAEN,2011 HERR LANE
915.object_id,11.0,915
493.object_id,19.0,493
180.object_id,34.0,180
176.object_id,8.0,176
598.object_id,9.0,598
1035.reqid,695019.0,697675
726.object_id,20.0,726
1212.zip,40275.0,40205.0
196.object_id,1.0,196
2137.request_date,2020/08/23 03:5:959+00,2020/08/23 03:59:59+00
828.object_id,128.0,828
1052.object_id,19.0,1052
160.object_id,1.0,160
224.reqid,696394.0,697313
850.object_id,698.0,850
210.reqid,694505.0,696254
748.object_id,20.0,748
821.reqid,695525.0,696853
136.object_id,17.0,136
533.object_id,3.0,533
1031.object_id,19.0,1031
901.reqid,695385.0,698271
720.reqid,696310.0,695482
1917.zip,40354.0,40291.0
943.object_id,545.0,943
127.reqid,695740.0,701823
987.object_id,233.0,987
170.object_id,1.0,170
65.object_id,3.0,65
971.object_id,8.0,971
48.object_id,19.0,48
277.object_id,9.0,277
2950.address_one,5516 NATOINAL TURNPIKE,5516 NATIONAL TURNPIKE
587.reqid,694607.0,697140
957.object_id,5.0,957
484.object_id,4.0,484
4520.personpremise,EVE'S vPIZZA,EVE'S PIZZA
780.object_id,321.0,780
473.object_id,3.0,473
220.object_id,26.0,220
285.reqid,695525.0,700652
2203.personpremise,DOLLAR GENERAL#11904,DOLLAR GENERAL #11904
698.reqid,697480.0,696626
651.object_id,9.0,651
795.object_id,27.0,795
993.object_id,256.0,993
1736.address_one,70 PALATKA ROAD,970 PALATKA ROAD
590.reqid,695983.0,697315
216.reqid,695277.0,696627
4345.request_date,2021/02/2 305:00:00+00,2021/02/23 05:00:00+00
2683.zip,40296.0,40216.0
575.object_id,3.0,575
658.object_id,1.0,658
1054.object_id,3.0,1054
2683.request_date,2020/09/01 035:9:59+00,2020/09/01 03:59:59+00
917.reqid,695201.0,700773
351.reqid,695385.0,701046
1913.zip,40327.0,40229.0
693.object_id,224.0,693
637.object_id,11.0,637
2683.address_one,3122 DIXIwE HWY,3122 DIXIE HWY
361.object_id,260.0,361
223.object_id,27.0,223
966.object_id,19.0,966
2929.address_one,9313 LARGANGE RD,9313 LAGRANGE RD
4031.zip,40265.0,40216.0
1003.request_date,2020/07/09 03:5959+00,2020/07/09 03:59:59+00
724.reqid,695277.0,695884
988.object_id,8.0,988
309.object_id,20.0,309
1069.reqid,695019.0,699939
704.reqid,696394.0,700273
675.object_id,2.0,675
491.request_date,2020/04/08 03:59:590+0,2020/04/08 03:59:59+00
918.reqid,695987.0,700791
472.reqid,694957.0,698878
330.reqid,694816.0,701977
4068.personpremise,O'DOLLYS RESTAURANT & LOUNGE,O'DOLLY'S RESTAURANT & LOUNGE
1212.request_date,2020/05/27 03:59v:59+00,2020/05/27 03:59:59+00
4568.request_date,20210/1/14 05:00:00+00,2021/01/14 05:00:00+00
3953.zip,40246.0,40216.0
700.reqid,695169.0,696800
3943.zip,40272.0,40220.0
931.reqid,695082.0,700951
438.object_id,21.0,438
4719.personpremise,UMMIT HEIGHTS PARENTS OUT PROGRAM,SUMMIT HEIGHTS PARENTS OUT PROGRAM
298.reqid,694957.0,695510
303.object_id,26.0,303
204.object_id,2.0,204
4239.address_one,6400 DUCHMANS PKWY,6400 DUTCHMANS PKWY
933.object_id,8.0,933
526.object_id,26.0,526
53.object_id,21.0,53
1314.zip,40264.0,40258.0
499.object_id,4.0,499
3943.request_date,2020/11/03 05:00:00+00***,2020/11/03 05:00:00+00
783.object_id,300.0,783
936.object_id,4.0,936
941.object_id,2.0,941
2474.request_date,2020/11/1 05:00:00+00,2020/11/13 05:00:00+00
906.object_id,3.0,906
4386.zip,40263.0,40219.0
331.object_id,8.0,331
494.object_id,15.0,494
1175.personpremise,STANLEY SCHLTZE,STANLEY SCHULTZE
710.object_id,100.0,710
1064.reqid,695362.0,696009
2852.request_date,2020/072/7 03:59:59+00,2020/07/27 03:59:59+00
534.reqid,697480.0,696323
451.object_id,6.0,451
311.object_id,8.0,311
608.object_id,6.0,608
1020.reqid,701078.0,696960
4653.request_date,2020/1b2/10 05:00:00+00,2020/12/10 05:00:00+00
4652.request_date,2020/12/10 05:0:00+00,2020/12/10 05:00:00+00
217.object_id,2.0,217
2238.address_one,393 7DIXIE HWY,3937 DIXIE HWY
492.reqid,694829.0,695347
4057.request_date,2020/11/21 0:500:00+00,2020/11/21 05:00:00+00
212.reqid,694502.0,696311
710.reqid,694829.0,700779
54.object_id,5.0,54
239.reqid,695201.0,698661
664.reqid,696397.0,700849
335.object_id,11.0,335
635.reqid,700597.0,701118
677.object_id,5.0,677
106.reqid,695464.0,697723
513.object_id,20.0,513
1094.object_id,1.0,1094
182.object_id,26.0,182
230.object_id,8.0,230
2474.address_one,2107 CRUMS N,2107 CRUMS LN
157.object_id,6.0,157
1080.object_id,3.0,1080
659.object_id,292.0,659
4677.request_date,2021/02/22 05:0q0:00+00,2021/02/22 05:00:00+00
294.object_id,21.0,294
1116.personpremise,CRICKETCELL PHONE STORE,CRICKET CELL PHONE STORE
826.object_id,9.0,826
1075.object_id,5.0,1075
319.reqid,695466.0,700739
597.reqid,696645.0,698098
653.reqid,696310.0,698033
1016.reqid,695169.0,701243
89.object_id,83.0,89
1043.reqid,695201.0,699072
911.object_id,3.0,911
2802.personpremise,AMERICAN LEGIOnN DIXIE POST #1,AMERICAN LEGION DIXIE POST #1
357.reqid,693745.0,694349
903.object_id,6.0,903
1917.personpremise,JETS PIZZA 0#07,JETS PIZZA #007
4488.personpremise,OUISVILLE TENNIS CLUB,LOUISVILLE TENNIS CLUB
784.object_id,83.0,784
350.object_id,8.0,350
830.reqid,698225.0,697131
1044.object_id,2.0,1044
3256.zip,40237.0,40216.0
344.reqid,700737.0,695947
1026.object_id,21.0,1026
88.reqid,693745.0,697022
227.reqid,695082.0,697686
399.object_id,6.0,399
1027.object_id,26.0,1027
573.object_id,8.0,573
441.object_id,83.0,441
574.object_id,27.0,574
1068.object_id,35.0,1068
1029.object_id,700.0,1029
1699.address_one,9240 nWESTPORT RD,9240 WESTPORT RD
591.reqid,695689.0,697442
860.object_id,2.0,860
796.object_id,19.0,796
629.object_id,19.0,629
618.object_id,20.0,618
899.reqid,695362.0,696408
993.reqid,695544.0,698175
1070.object_id,4.0,1070
73.object_id,15.0,73
105.reqid,695385.0,697678
316.object_id,9.0,316
79.object_id,6.0,79
477.reqid,695525.0,699651
931.object_id,15.0,931
4345.zip,40247.0,40205.0
4111.address_one,331 DIXIE HWY,3301 DIXIE HWY
2852.zip,40383.0,40299.0
532.object_id,4.0,532
208.reqid,694957.0,696159
714.object_id,19.0,714
832.object_id,81.0,832
3272.address_one,9125 GLAENE DRIVE,9125 GALENE DRIVE
1054.reqid,695834.0,695723
379.object_id,6.0,379
3235.request_date,2020/7/15 03:59:59+00,2020/07/15 03:59:59+00
4345.address_one,2801 BvARDSTOWN RD,2801 BARDSTOWN RD
870.reqid,698346.0,696914
363.address_one,312f1 S 2ND ST,3121 S 2ND ST
3108.request_date,2020/10/2 303:59:59+00,2020/10/23 03:59:59+00
2238.personpremise,CAPTAIyN D'S #3329,CAPTAIN D'S #3329
969.object_id,4.0,969
793.reqid,697411.0,701218
1067.object_id,93.0,1067
465.object_id,26.0,465
1099.object_id,100.0,1099
805.object_id,11.0,805
939.reqid,695277.0,697562
839.reqid,695201.0,697267
58.reqid,694505.0,699024
935.object_id,4.0,935
652.reqid,696106.0,698017
3617.request_date,2020/04/2 03:59:59+00,2020/04/02 03:59:59+00
1401.request_date,2020/05/14 0359:59+00,2020/05/14 03:59:59+00
3953.request_date,020/11/09 05:00:00+00,2020/11/09 05:00:00+00
845.object_id,9.0,845
912.object_id,1.0,912
1013.object_id,201.0,1013
4473.request_date,2020/12/22 05:00:00+00***,2020/12/22 05:00:00+00
1834.personpremise,BUSY BROMOS,BUSY BROOMS
382.reqid,695082.0,696780
650.reqid,695464.0,694439
436.object_id,3.0,436
907.object_id,3.0,907
3210.request_date,2020/1/09 03:59:59+00,2020/10/09 03:59:59+00
1077.object_id,9.0,1077
3528.address_one,182 W JEFFERSON ST,1821 W JEFFERSON ST
929.reqid,695464.0,695465
1086.object_id,20.0,1086
763.object_id,5.0,763
1071.reqid,694957.0,700469
165.object_id,35.0,165
986.object_id,1.0,986
162.object_id,8.0,162
245.object_id,6.0,245
795.reqid,694103.0,701425
1091.object_id,83.0,1091
2848.request_date,2020/07/20 03:59:f59+00,2020/07/20 03:59:59+00
2915.personpremise,WESTENHFER HARDWARE,WESTENHOFER HARDWARE
360.object_id,3.0,360
1042.reqid,696153.0,698967
994.object_id,2.0,994
99.reqid,695466.0,698103
419.object_id,21.0,419
3546.request_date,202011/13 05:00:00+00,2020/11/13 05:00:00+00
313.reqid,694502.0,700115
4568.personpremise,BEEF sO'BRADY'S,BEEF O'BRADY'S
1006.object_id,20.0,1006
812.object_id,3.0,812
804.reqid,695201.0,696308
1037.object_id,11.0,1037
85.object_id,4.0,85
498.object_id,19.0,498
853.address_one,3121 S ND ST,3121 S 2ND ST
3062.personpremise,IVY TECHNOOGY,IVY TECHNOLOGY
3062.address_one,1120 ELECTRON DR,11201 ELECTRON DR
732.reqid,693745.0,696312
442.object_id,5.0,442
733.object_id,6.0,733
193.object_id,21.0,193
725.reqid,693745.0,696096
570.object_id,4.0,570
155.reqid,695464.0,699750
2566.personpremise,AMAZON DELVERY STATION,AMAZON DELIVERY STATION
204.reqid,694502.0,695887
3617.personpremise,MSSAGE PARLAR,MASSAGE PARLAR
2828.zip,40303.0,40220.0
